row,track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
2609.000,Eyes Closed,0.0219,0.568,202439,0.69,,2.30E-05,1.000,0.0815,-5.034,0.000,0.0431,130.12,4,,0.044
2610.000,History,0.0913,0.769,203992,0.631,,0,1.000,0.114,-6.769,1.000,0.0568,100.968,4,,0.501
2611.000,Calm Down,0.0261,0.555,174467,0.645,,0,4.000,0.079,-5.799,0.000,0.0637,140.911,4,,0.195
2612.000,Be There,0.0909,0.583,199756,0.729,,2.02E-05,6.000,0.367,-4.525,1.000,0.0314,144.994,4,,0.313
2613.000,Swish Swish,0.0182,0.836,242174,0.71,,2.23E-05,5.000,0.137,-5.185,0.000,0.0595,119.952,4,,0.531
2614.000,Confident,0.0018,0.598,205746,0.748,,0.000196,8.000,0.116,-6.239,1.000,0.0706,130.057,4,,0.321
2615.000,Cool for the Summer,0.00477,0.585,214740,0.614,,0.000155,10.000,0.0762,-5.594,0.000,0.037,114.059,4,,0.273
2616.000,Old Ways,0.214,0.626,204188,0.695,,0,7.000,0.224,-6.528,0.000,0.0594,154.023,4,,0.586
2617.000,For You,0.0418,0.505,221050,0.705,,0,5.000,0.0815,-6.097,1.000,0.0395,126.021,4,,0.309
2618.000,Stone Cold,0.48,0.414,191308,0.469,,0,8.000,0.0974,-7.583,1.000,0.0485,139.401,3,,0.322
2619.000,Kingdom Come,0.0234,0.556,244014,0.802,,0,5.000,0.398,-5.089,0.000,0.0694,176.003,4,,0.263
2620.000,Waitin for You,0.242,0.587,192918,0.659,,0,7.000,0.0874,-6.406,0.000,0.203,150.026,4,,0.411
2621.000,Wildfire,0.559,0.628,199140,0.694,,0,5.000,0.0556,-3.909,0.000,0.0378,130.057,4,,0.447
2622.000,I'll Let You Know,0.92,0.442,408600,0.124,,0.605,3.000,0.21,-22.227,1.000,0.0388,65.003,4,,0.205
2623.000,I'll Wait And Pray,0.89,0.475,206360,0.0588,,0.0238,5.000,0.129,-17.464,0.000,0.0418,115.642,4,,0.229
2624.000,The Shadow of Your Smile,0.915,0.487,388347,0.135,,0.00353,2.000,0.686,-11.211,0.000,0.0434,105.854,5,,0.23
2625.000,"Vid Frí_sí_ kyrka (At Frí_sí_ Church) - From Frí_sí_blomster (Frí_sí_ Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",0.922,0.535,297653,0.107,,0.649,10.000,0.105,-18.989,0.000,0.0323,102.186,4,,0.159
2626.000,Jackie Gets Out,0.941,0.349,176297,0.227,,0.819,6.000,0.109,-12.298,1.000,0.031,100.449,4,,0.15
2627.000,Romance / Hommage íæ Milhaud,0.935,0.428,285601,0.187,,0.853,10.000,0.103,-21.001,1.000,0.0375,108.962,4,,0.171
2628.000,Leave Me Here,0.859,0.456,243013,0.257,,0.475,10.000,0.111,-16.877,0.000,0.0298,104.311,4,,0.171
2629.000,Where We Used To Live,0.871,0.421,265320,0.0867,,0.429,0.000,0.115,-18.732,1.000,0.037,95.438,4,,0.0718
2630.000,Mommy's Shawl,0.95,0.34,305427,0.237,,0.927,8.000,0.14,-14.901,1.000,0.0302,162.892,4,,0.0728
2631.000,For Wee Folks,0.973,0.478,388040,0.0757,,0.939,5.000,0.108,-20.847,1.000,0.0505,76.952,4,,0.235
2632.000,All I See is Us,0.854,0.46,278071,0.141,,0.885,9.000,0.11,-14.994,1.000,0.0314,168.807,3,,0.16
2633.000,Goodbye Pork Pie Hat,0.957,0.356,342373,0.0937,,0.096,8.000,0.209,-16.64,0.000,0.0353,86.669,3,,0.259
2634.000,Ballad for MC,0.974,0.385,182653,0.0562,,0.532,11.000,0.107,-14.812,1.000,0.0415,116.666,4,,0.186
2635.000,Soul in Twilight,0.958,0.4,364627,0.144,,0.878,10.000,0.119,-15.52,1.000,0.037,120.329,4,,0.154
2636.000,So Lovely,0.967,0.296,340507,0.0709,,0.804,3.000,0.105,-14.832,0.000,0.0312,95.028,4,,0.066
2637.000,The Sweetest Nighlife,0.914,0.425,176272,0.136,,0.921,11.000,0.127,-17.382,1.000,0.0293,168.527,3,,0.227
2638.000,I Got It Bad,0.988,0.479,440133,0.146,,0.692,7.000,0.103,-14.319,1.000,0.0351,111.643,3,,0.0728
2639.000,Gramercy Sunset,0.886,0.466,255107,0.0753,,0.927,0.000,0.0984,-18.864,1.000,0.0297,87.791,4,,0.0877
2640.000,I'm a Fool to Want You,0.986,0.371,66762,0.0295,,0.937,10.000,0.125,-22.038,0.000,0.0335,82.313,3,,0.276
2641.000,"I Was So Young, and You Were So Beautiful",0.94,0.317,234373,0.0302,,0.298,1.000,0.0792,-30.447,1.000,0.0342,47.859,4,,0.155
2642.000,Journey Into Melody - 2007 Digital Remaster,0.946,0.505,294940,0.159,,0.0127,7.000,0.218,-11.235,0.000,0.0336,59.385,4,,0.205
2643.000,I'm Glad There Is You,0.929,0.55,484627,0.249,,0.828,5.000,0.258,-15.919,0.000,0.0325,121.37,4,,0.296
2644.000,Blue Ballad,0.623,0.47,394920,0.156,,0.187,2.000,0.104,-17.036,1.000,0.0399,118.176,4,,0.0591
2645.000,The Nearness of You,0.992,0.447,1004627,0.163,,0.776,8.000,0.654,-14.835,1.000,0.0707,74.933,3,,0.19
2646.000,It Never Entered my Mind,0.921,0.445,391707,0.223,,0.884,3.000,0.131,-17.402,1.000,0.0374,110.821,4,,0.22
2647.000,Blue in Green,0.81,0.421,337733,0.0161,,0.0021,2.000,0.0978,-25.358,0.000,0.0374,110.926,4,,0.155
2648.000,Where or When,0.99,0.326,168667,0.0575,,0.887,4.000,0.281,-16.5,1.000,0.0393,127.397,5,,0.311
2649.000,Count Your Blessings,0.87,0.446,492080,0.242,,0.497,8.000,0.105,-14.152,1.000,0.0368,126.681,4,,0.176
2650.000,Good Morning Heartache,0.823,0.526,322133,0.17,,0.777,9.000,0.114,-13.089,0.000,0.0411,117.414,4,,0.173
2651.000,Two Sleepy People,0.965,0.445,396520,0.0978,,0.915,3.000,0.121,-26.924,1.000,0.0397,117.283,4,,0.172
2652.000,Can't Help Loving,0.924,0.533,221733,0.148,,0.932,0.000,0.112,-18.275,1.000,0.0329,63.637,4,,0.103
2653.000,The Nearness Of You,0.761,0.383,447280,0.131,,0.194,7.000,0.0973,-17.764,1.000,0.033,98.606,4,,0.0999
2654.000,When Sunny Gets Blue,0.846,0.569,282320,0.117,,0.852,5.000,0.0978,-22.741,1.000,0.0446,60.483,4,,0.102
2655.000,Blue and Sentimental,0.961,0.484,389893,0.0291,,0.474,10.000,0.115,-23.363,1.000,0.0459,98.434,4,,0.38
2656.000,Almas vaggvisa,0.986,0.388,232046,0.0354,,0.956,7.000,0.178,-25.766,1.000,0.0421,143.514,4,,0.192
2657.000,Before It's Time To Say Goodbye,0.857,0.364,317946,0.114,,0.635,1.000,0.0839,-16.552,1.000,0.0333,117.715,3,,0.0581
2658.000,Autumn Nocturne,0.967,0.539,294667,0.0678,,0.168,0.000,0.114,-18.039,1.000,0.0468,124.105,4,,0.257
2659.000,Eleanor,0.971,0.45,289693,0.0437,,0.88,10.000,0.0948,-29.46,1.000,0.0374,63.938,4,,0.0906
2660.000,Angel Eyes,0.886,0.386,348533,0.125,,0.878,9.000,0.189,-19.892,0.000,0.0572,78.553,3,,0.132
2661.000,Good Morning.Goodbye,0.868,0.42,336373,0.105,,0.587,6.000,0.0957,-20.502,1.000,0.035,99.873,4,,0.108
2662.000,Doubts 2,0.971,0.428,294587,0.212,,0.73,0.000,0.169,-15.442,0.000,0.032,98.096,3,,0.312
2663.000,The Last Goodbye,0.96,0.32,325400,0.156,,0.904,2.000,0.0775,-12.258,1.000,0.033,159.618,3,,0.0623
2664.000,Where Do You Start,0.96,0.411,246067,0.0416,,0.925,1.000,0.064,-23.23,1.000,0.0414,97.96,4,,0.0746
2665.000,The Man I Love,0.748,0.52,341667,0.0748,,0.633,8.000,0.102,-24.477,1.000,0.0497,107.327,4,,0.134
2666.000,Gary's Theme - Remastered,0.905,0.42,257693,0.0802,,0.857,7.000,0.135,-21.795,1.000,0.04,122.041,3,,0.0513
2667.000,Trust,0.912,0.399,325587,0.307,,0.623,1.000,0.115,-14.38,1.000,0.0347,116.308,4,,0.0621
2668.000,The Folks Who Live on the Hill,0.937,0.428,240093,0.3,,0.658,0.000,0.168,-8.885,1.000,0.034,122.667,5,,0.221
2669.000,All The Way,0.717,0.423,335333,0.158,,0.0075,0.000,0.0975,-15.59,0.000,0.0346,106.974,4,,0.19
2670.000,Emperor Jones - Instrumental,0.93,0.336,314493,0.328,,0.732,7.000,0.111,-15.005,0.000,0.0386,184.007,3,,0.198
2671.000,Isadora,0.903,0.257,376573,0.216,,0.134,8.000,0.0979,-16.266,0.000,0.0365,65.125,3,,0.19
2672.000,I Remember Clifford,0.901,0.368,428973,0.14,,0.874,0.000,0.0688,-15.005,0.000,0.045,61.758,4,,0.172
2673.000,Sous le Ciel de Paris,0.195,0.323,244867,0.118,,0.694,5.000,0.241,-22.751,0.000,0.0449,79.554,4,,0.0706
2674.000,You Go To My Head,0.978,0.575,258040,0.0935,,0.452,3.000,0.109,-15.906,1.000,0.0858,65.23,4,,0.289
2675.000,Gloomy Sunday,0.91,0.421,763467,0.0967,,0.415,7.000,0.218,-16.441,0.000,0.0509,77.401,4,,0.183
2676.000,I Didn't Know About You,0.936,0.358,212493,0.16,,0.34,8.000,0.0896,-12.658,0.000,0.0352,179.955,3,,0.246
2677.000,I Have Dreamed,0.918,0.331,507533,0.0861,,0.902,5.000,0.106,-21.226,1.000,0.0354,107.436,4,,0.152
2678.000,Fools Rush In,0.971,0.633,149072,0.12,,0.871,5.000,0.121,-20.066,0.000,0.0428,115.51,3,,0.473
2679.000,Dreamsville,0.899,0.461,477173,0.0389,,0.015,0.000,0.0927,-20.482,1.000,0.0399,109.374,4,,0.121
2680.000,Old Folks,0.827,0.458,482187,0.217,,0.805,5.000,0.194,-16.582,1.000,0.0328,107.506,4,,0.125
2681.000,I Got It Bad And That Ain't Good,0.972,0.448,308893,0.0532,,0.876,5.000,0.0863,-27.35,1.000,0.0454,99.757,4,,0.189
2682.000,My Romance,0.97,0.509,252947,0.0461,,0.911,1.000,0.134,-10.693,1.000,0.0427,132.709,4,,0.368
2683.000,The Peacocks,0.949,0.386,567920,0.148,,0.792,0.000,0.0665,-18.921,0.000,0.0367,94.88,4,,0.128
2684.000,A Nightingale Sang In Berkeley Square,0.973,0.407,418000,0.106,,0.0762,1.000,0.123,-19.078,1.000,0.0375,94.231,4,,0.23
2685.000,A Hundred Dreams from Now,0.967,0.384,206040,0.0544,,0.964,0.000,0.115,-19.791,1.000,0.0485,181.262,3,,0.301
2686.000,My Little Brown Book,0.978,0.514,323200,0.0814,,0.00873,0.000,0.219,-17.149,0.000,0.0361,64.97,3,,0.235
2687.000,Moving On and Getting Over,0.577,0.848,261933,0.465,,0.0543,1.000,0.101,-9.029,0.000,0.0524,94.02,4,,0.622
2688.000,Safe,0.144,0.736,185588,0.616,,2.29E-06,4.000,0.268,-8.016,1.000,0.0345,101.966,4,,0.89
2689.000,Second Nature,0.652,0.865,246610,0.548,,0.0161,10.000,0.113,-7.379,0.000,0.192,109.989,4,,0.879
2690.000,The Best Crew,0.311,0.677,236786,0.738,,0.000144,6.000,0.138,-6.287,1.000,0.0467,98.963,4,,0.561
2691.000,Hideout,0.273,0.784,266455,0.587,,0.0107,9.000,0.356,-6.361,1.000,0.0422,107.999,4,,0.85
2692.000,No Le Digas Que Hacer,0.83,0.534,238265,0.582,,0,2.000,0.125,-6.22,1.000,0.0424,186.346,4,,0.289
2693.000,Peas Pudding Hot,0.826,0.876,51547,0.301,,0,0.000,0.419,-7.866,1.000,0.0436,69.009,4,,0.932
2694.000,Biscuits in the Oven,0.791,0.718,144733,0.315,,0,6.000,0.228,-13.869,1.000,0.181,96.981,4,,0.592
2695.000,Jelly Beans,0.0071,0.498,106680,0.721,,0,4.000,0.122,-6.695,1.000,0.0327,93.31,4,,0.673
2696.000,My Favorite Snack,0.0336,0.89,129187,0.891,,0,2.000,0.097,-5.542,1.000,0.0483,119.993,4,,0.947
2697.000,Curse of the Spinach,0.649,0.603,100693,0.355,,0,0.000,0.0952,-9.624,1.000,0.0566,111.405,4,,0.441
2698.000,Mosquito Burrito,0.519,0.567,160133,0.436,,0,2.000,0.247,-9.45,1.000,0.158,97.206,4,,0.598
2699.000,C'mon Let's Make A Pizza,0.147,0.554,191947,0.844,,7.27E-06,9.000,0.329,-7.763,1.000,0.0468,159.119,4,,0.935
2700.000,Jelly On A Plate,0.461,0.873,127227,0.511,,1.22E-06,2.000,0.0655,-12.303,1.000,0.0368,127.93,4,,0.972
2701.000,Little Green Apple,0.741,0.941,47547,0.256,,1.06E-05,1.000,0.0841,-11.478,1.000,0.108,110.082,4,,0.545
2702.000,Always Chew Your Food,0.809,0.802,156373,0.288,,0,7.000,0.0745,-11.372,1.000,0.129,119.882,4,,0.722
2703.000,"Icy, Creamy Ice Cream",0.278,0.693,87705,0.578,,1.52E-06,0.000,0.121,-11.129,1.000,0.18,78.158,4,,0.851
2704.000,"Lyric Pieces, Book I Op. 12: I. Arietta",0.995,0.471,82293,0.0148,,0.934,3.000,0.181,-33.097,1.000,0.0558,102.271,3,,0.183
2705.000,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",0.915,0.277,295747,0.0156,,0.00654,7.000,0.148,-24.801,1.000,0.0482,117.119,3,,0.0855
2706.000,"8 Fantasiestí_cke, Op.12 : 1. Des Abends",0.995,0.333,221173,0.0288,,0.819,1.000,0.073,-31.367,1.000,0.0423,100.189,3,,0.0857
2707.000,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",0.971,0.338,455307,0.0539,,0.328,9.000,0.121,-21.863,0.000,0.0414,103.861,4,,0.205
2708.000,"Piano Quartet in E flat, Op.47: 3. Andante cantabile",0.953,0.156,458000,0.023,,0.338,10.000,0.165,-31.082,1.000,0.0445,140.715,4,,0.0588
2709.000,"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",0.993,0.294,621280,0.142,,0.912,7.000,0.0673,-20.374,1.000,0.0388,94.296,4,,0.199
2710.000,"Trio Sonata in G Major, Wq. 144: I. Adagio",0.913,0.152,275653,0.0626,,0.00204,5.000,0.142,-20.947,1.000,0.0395,137.174,5,,0.0484
2711.000,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",0.983,0.236,260000,0.0632,,0.452,10.000,0.101,-21.189,0.000,0.0439,133.959,5,,0.0559
2712.000,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",0.951,0.173,649415,0.0619,,0.526,5.000,0.132,-20.788,1.000,0.0466,72.695,4,,0.0886
2713.000,Viola Sonata in C Minor: III. Andante con variazioni,0.991,0.295,784013,0.0918,,0.884,0.000,0.114,-22.769,0.000,0.0385,98.939,4,,0.119
2714.000,Magic City,0.0841,0.757,175238,0.867,,0.0992,0.000,0.125,-2.529,0.000,0.0362,125.962,4,,0.518
2715.000,Livin' 4 Ya,0.0319,0.514,184762,0.862,,0.171,0.000,0.119,-6.329,0.000,0.156,126.112,4,,0.487
2716.000,Last Chance,0.0682,0.412,257846,0.83,,0.00739,3.000,0.108,-4.976,0.000,0.0651,127.894,4,,0.239
2717.000,Nite Time - Ruby & Tony Radio Edit,0.00623,0.654,236308,0.728,,0.404,6.000,0.688,-8.477,0.000,0.0577,130.006,4,,0.281
2718.000,Satellites,0.043,0.638,196132,0.828,,0,7.000,0.0903,-4.53,1.000,0.0393,122.037,4,,0.102
2719.000,Can't Take It,0.0316,0.591,185171,0.881,,0.00203,6.000,0.303,-4.073,0.000,0.0614,128.076,4,,0.16
2720.000,All Aloud,0.059,0.624,187838,0.732,,0.0142,4.000,0.254,-6.372,0.000,0.0273,132.025,4,,0.292
2721.000,Close,0.282,0.369,187549,0.801,,0,1.000,0.266,-5.302,1.000,0.384,128.09,4,,0.311
2722.000,Cascade - Original Mix,0.0058,0.704,377153,0.962,,0.128,7.000,0.22,-3.095,1.000,0.115,127.997,4,,0.0727
2723.000,Waiting,0.141,0.48,179893,0.878,,0,6.000,0.0587,-6.59,0.000,0.0743,136.006,4,,0.19
2724.000,Everytime We Touch,0.0086,0.707,220640,0.471,,0.00839,9.000,0.179,-7.667,1.000,0.0354,125.014,4,,0.354
2725.000,Milky Way,0.00732,0.623,192000,0.975,,0.16,3.000,0.0614,-2.632,0.000,0.109,125.94,4,,0.247
2726.000,You,0.00837,0.184,221286,0.871,,0.167,8.000,0.15,-3.245,0.000,0.0661,127.972,4,,0.213
2727.000,La Tromba Risin' (feat. Tasita D'Mour),0.024,0.691,381732,0.951,,0.0412,0.000,0.0316,-4.989,1.000,0.0879,126.989,4,,0.617
2728.000,Crash 2.0 (Adventure Club vs. DallasK),0.00259,0.66,254879,0.652,,0,8.000,0.0673,-4.747,1.000,0.0582,127.977,4,,0.167
2729.000,Raven,0.00338,0.569,190155,0.896,,0.958,1.000,0.0633,-3.114,1.000,0.0489,128.083,4,,0.113
2730.000,Icarus - Black Caviar Remix,0.00689,0.798,194000,0.809,,0.0765,1.000,0.0998,-5.898,0.000,0.063,120.044,4,,0.766
2731.000,Wasted Love (feat. Dougy),0.475,0.539,209531,0.936,,0.104,10.000,0.106,-3.803,1.000,0.112,128.015,4,,0.211
2732.000,Summer,0.00695,0.583,233239,0.748,,0.0241,6.000,0.22,-4.798,1.000,0.0292,142.029,4,,0.234
2733.000,Catch Me (feat. Naaz),0.0362,0.56,162383,0.916,,0.000963,7.000,0.102,-3.328,0.000,0.0661,144.933,4,,0.577
2734.000,Save the World - Radio Mix,0.0144,0.507,213338,0.665,,0,0.000,0.0759,-7.598,1.000,0.0474,126.879,4,,0.406
2735.000,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",0.00164,0.703,346930,0.684,,0.000378,8.000,0.0744,-6.532,1.000,0.0778,126.027,4,,0.222
2736.000,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,0.00136,0.526,322227,0.861,,0.732,2.000,0.596,-5.871,0.000,0.0587,128.032,4,,0.114
2737.000,Calling (Lose My Mind) - Radio Edit,0.0124,0.412,205440,0.871,,0.000128,1.000,0.2,-4.893,0.000,0.0458,125.043,4,,0.132
2738.000,Language,0.0168,0.737,368476,0.614,,0.0534,6.000,0.0682,-6.001,0.000,0.4,127.987,4,,0.394
2739.000,Strobe - Radio Edit,8.45E-05,0.649,214042,0.706,,0.831,8.000,0.163,-7.209,0.000,0.031,128.032,4,,0.0744
2740.000,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,0.0896,0.49,200992,0.811,,0,1.000,0.0898,-2.524,0.000,0.044,125.965,4,,0.564
2741.000,Poison,0.00429,0.502,248447,0.756,,0.769,7.000,0.377,-6.118,0.000,0.0363,128.125,4,,0.0605
2742.000,Take Over Control - Radio Edit,0.241,0.713,208620,0.81,,0,0.000,0.0936,-3.353,0.000,0.0918,130.006,4,,0.667
2743.000,Teenage Crime - Axwell & Henrik B Remode,0.00338,0.575,300013,0.913,,0.816,7.000,0.605,-6.081,1.000,0.0402,128.014,4,,0.208
2744.000,Light It Up (feat. Nyla & Fuse ODG) [Remix],0.0375,0.747,166138,0.877,,0.000833,9.000,0.233,-3.782,0.000,0.0664,107.991,4,,0.763
2745.000,Turn Me Up - ViP Mix,0.021,0.719,251429,0.81,,0.672,8.000,0.5,-4.769,0.000,0.0672,126.033,4,,0.483
2746.000,Together,0.0732,0.509,221274,0.729,,2.73E-05,1.000,0.233,-4.773,1.000,0.0343,127.871,4,,0.185
2747.000,Whatcha Need,0.0663,0.393,147231,0.94,,0.00264,6.000,0.546,-3.894,0.000,0.0718,129.958,4,,0.293
2748.000,Levels - Radio Edit,0.0534,0.605,199904,0.873,,0.837,1.000,0.314,-5.938,0.000,0.0344,126.026,4,,0.47
2749.000,Faded,0.0291,0.589,212627,0.651,,3.20E-06,6.000,0.111,-5.097,1.000,0.0306,90.011,4,,0.161
2750.000,Move for Me,0.0344,0.561,235873,0.771,,0.000151,1.000,0.0756,-5.533,1.000,0.036,128.025,4,,0.212
2751.000,Turn up the Speakers - Radio Edit,0.09,0.692,183747,0.898,,0.941,10.000,0.478,-5.276,1.000,0.044,127.993,4,,0.331
2752.000,Counting Down The Days - Yotto Edit,0.00233,0.672,295035,0.785,,0.127,8.000,0.111,-4.473,1.000,0.0346,122.999,4,,0.352
2753.000,Summer Dreams,0.00626,0.691,203302,0.721,,0.000562,11.000,0.297,-6.206,1.000,0.03,117.021,4,,0.463
2754.000,Changes - Dirty South Remix,0.000552,0.841,485293,0.673,,0.419,9.000,0.228,-7.361,0.000,0.119,127.006,4,,0.197
2755.000,Heroes (we could be),0.031,0.51,210013,0.747,,0,5.000,0.233,-4.124,1.000,0.0651,125.951,4,,0.349
2756.000,Everything,0.0583,0.516,174500,0.786,,1.77E-06,4.000,0.662,-5.514,0.000,0.106,130.069,4,,0.182
2757.000,Lean On (feat. MíÖ & DJ Snake),0.00346,0.723,176561,0.809,,0.00123,7.000,0.565,-3.081,0.000,0.0625,98.007,4,,0.271
2758.000,Starlight - Radio Mix,0.00354,0.568,196000,0.928,,0.0211,10.000,0.478,-3.556,1.000,0.045,122.997,4,,0.57
2759.000,City Of Dreams - Radio Edit,0.0028,0.476,226867,0.815,,0.00593,4.000,0.357,-5.073,1.000,0.0359,127.964,4,,0.144
2760.000,Chords Of Life - Original Mix,0.00388,0.605,325714,0.642,,0.598,3.000,0.102,-7.002,1.000,0.0411,125.967,4,,0.157
2761.000,Blackout - Madison Mars Radio Mix,0.0856,0.605,235000,0.884,,0.000162,7.000,0.0501,-3.094,0.000,0.0611,125.989,4,,0.364
2762.000,Freak,0.00273,0.408,247655,0.849,,3.04E-05,11.000,0.139,-5.284,0.000,0.0646,174.029,4,,0.141
2763.000,Skyscrapers,0.00158,0.598,383495,0.534,,0.124,4.000,0.319,-5.666,0.000,0.0272,115.005,4,,0.0473
2764.000,Chemicals - Radio Edit,0.0344,0.529,222075,0.955,,4.55E-05,10.000,0.353,-2.59,0.000,0.0794,125.988,4,,0.102
2765.000,Run Wild - Alternative Edit Mix Cut,0.00481,0.475,224973,0.838,,0,1.000,0.304,-2.948,0.000,0.0666,127.921,4,,0.236
2766.000,Blackout,0.0111,0.668,212323,0.977,,0.17,1.000,0.363,-2.673,1.000,0.0515,128.06,3,,0.561
2767.000,Rock The House - Radio Edit,0.0178,0.69,230792,0.841,,0.79,4.000,0.137,-5.592,0.000,0.0868,130.052,4,,0.533
2768.000,Sweet Memories,0.0268,0.624,157452,0.923,,0.000228,9.000,0.0509,-5.449,0.000,0.0335,124.994,4,,0.39
2769.000,Borrowed Lives (feat. NVDES),0.0711,0.719,313580,0.737,,0.00285,2.000,0.304,-5.219,1.000,0.032,127.991,4,,0.356
2770.000,Concrete Angel (Radio Edit) (feat. Christina Novelli),0.0107,0.631,235025,0.893,,0.00632,7.000,0.147,-5.123,1.000,0.0411,130.015,4,,0.558
2771.000,Yebisah,0.0024,0.54,201290,0.933,,0.954,2.000,0.371,-6.784,1.000,0.0364,123.988,4,,0.23
2772.000,Otherside,0.306,0.546,191250,0.772,,0,5.000,0.0733,-5.311,0.000,0.0477,127.942,4,,0.255
2773.000,Falling Back - Radio Edit,0.00281,0.608,219398,0.878,,4.83E-06,0.000,0.415,-3.631,1.000,0.0765,128.069,4,,0.326
2774.000,Fireflies,0.0294,0.591,228347,0.649,,0,3.000,0.133,-6.72,1.000,0.0417,90.002,4,,0.482
2775.000,Good Time,0.0314,0.559,205933,0.882,,1.71E-05,3.000,0.605,-4.281,1.000,0.157,126.064,4,,0.644
2776.000,When Can I See You Again?,0.0243,0.631,218093,0.838,,0,11.000,0.0512,-6.817,0.000,0.0818,127.938,4,,0.392
2777.000,Verge,0.0002,0.55,213026,0.747,,1.44E-06,2.000,0.113,-6.897,1.000,0.0334,128.014,4,,0.185
2778.000,Vanilla Twilight,0.0082,0.581,231707,0.526,,0.000369,11.000,0.113,-7.584,1.000,0.0265,166.151,4,,0.551
2779.000,You Make Me Wanna...,0.0359,0.761,219120,0.639,,0,5.000,0.0945,-7.577,0.000,0.0539,164.088,4,,0.933
2780.000,Can't You See,0.157,0.715,277320,0.721,,1.75E-06,8.000,0.309,-5.622,0.000,0.0541,86.26,4,,0.814
2781.000,Lost Without U,0.27,0.67,254147,0.348,,0,0.000,0.104,-12.229,1.000,0.138,113.306,5,,0.81
2782.000,'Till I Collapse,0.0757,0.572,297893,0.853,,0,1.000,0.0798,-3.203,1.000,0.217,171.297,4,,0.0995
2783.000,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),0.114,0.858,290836,0.697,,0,2.000,0.224,-5.361,1.000,0.23,98.012,4,,0.365
2784.000,Calm Down,0.000175,0.537,127427,0.624,,2.20E-06,11.000,0.116,-8.794,1.000,0.325,102.315,4,,0.4
2785.000,Remember The Name (feat. Styles Of Beyond),0.0583,0.688,230493,0.835,,2.87E-06,8.000,0.0795,-4.162,1.000,0.0911,84.858,4,,0.879
2786.000,Mind Tricks,0.00436,0.578,233182,0.909,,0.00128,7.000,0.707,-3.672,1.000,0.105,87.983,4,,0.518
2787.000,Help,0.00107,0.507,215291,0.918,,8.70E-06,2.000,0.311,-4.684,1.000,0.0701,92.006,4,,0.275
2788.000,Follow You,0.0765,0.54,231107,0.661,,0,3.000,0.125,-5.534,0.000,0.0381,90.012,4,,0.509
2789.000,Snow Cats,0.00278,0.231,200920,0.791,,0.00055,4.000,0.396,-4.297,0.000,0.0446,87.337,4,,0.404
2790.000,Paranoia,4.82E-05,0.409,200677,0.992,,2.03E-06,3.000,0.1,-2.803,0.000,0.108,149.859,4,,0.339
2791.000,Hated,0.000285,0.458,211430,0.99,,0.000893,8.000,0.454,-3.717,1.000,0.183,166.904,4,,0.462
2792.000,Shock Me,4.24E-05,0.396,257120,0.912,,0.631,7.000,0.124,-4.026,0.000,0.0856,125.923,4,,0.146
2793.000,The Devil's Bleeding Crown,1.85E-05,0.55,238653,0.917,,0.214,7.000,0.0333,-4.575,1.000,0.0378,109.552,3,,0.247
2794.000,Go Down in History,6.04E-05,0.505,219763,0.985,,1.02E-05,5.000,0.351,-4.401,1.000,0.119,119.993,4,,0.267
2795.000,Serpents,2.79E-05,0.351,165047,0.915,,0.0725,1.000,0.0972,-4.53,0.000,0.0881,184.815,4,,0.457
2796.000,Black Honey,0.00267,0.442,239451,0.892,,7.92E-06,9.000,0.0758,-6.431,0.000,0.086,151.914,4,,0.258
2797.000,Chop Suey!,0.000353,0.42,210240,0.929,,0.000747,7.000,0.122,-3.899,0.000,0.121,127.204,4,,0.318
2798.000,Something To Believe In,0.0245,0.623,228467,0.886,,0,1.000,0.247,-3.044,1.000,0.0404,92.021,4,,0.691
2799.000,She Hates Me,0.00643,0.585,216760,0.757,,0,4.000,0.741,-5.424,1.000,0.0302,109.781,4,,0.615
2800.000,Don't Threaten Me With A Good Time,0.0154,0.559,213093,0.895,,0,1.000,0.175,-4.476,0.000,0.0832,183.825,4,,0.563
2801.000,Sex on Fire,0.00172,0.542,203347,0.905,,0.0104,9.000,0.136,-5.653,1.000,0.054,153.398,4,,0.365
2802.000,Cold,0.122,0.7,234308,0.714,,0,9.000,0.0428,-6.295,0.000,0.104,99.909,4,,0.482
2803.000,It Ain't Me (with Selena Gomez),0.119,0.64,220781,0.533,,0,0.000,0.0864,-6.596,1.000,0.0706,99.968,4,,0.5
2804.000,Bring Me the Night,0.687,0.393,239451,0.505,,0,5.000,0.101,-7.048,1.000,0.0289,163.938,3,,0.205
2805.000,Crush,0.0109,0.599,212013,0.677,,8.04E-06,0.000,0.0612,-4.722,0.000,0.035,81.021,4,,0.458
