track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,,,song_id,,,,,,
Break Your Heart,0.00155,0.666,186266,0.899,1CdqVF1ywD0ZO1zXtB9yWa,0,8,0.0677,-4.676,,1,0.028,122.05,4,https://api.spotify.com/v1/tracks/1CdqVF1ywD0ZO1zXtB9yWa,,0.629,,,1/1/10,,1CdqVF1ywD0ZO1zXtB9yWa,,,,,,
There Goes My Baby,0.175,0.626,281293,0.52,6IUiqtI8tE49sqGbmtrNd8,0,9,0.13,-8.077,,0,0.0892,77.468,4,https://api.spotify.com/v1/tracks/6IUiqtI8tE49sqGbmtrNd8,,0.257,,,8/24/10,,6IUiqtI8tE49sqGbmtrNd8,,,,,,
Your Love Is My Drug,0.0049,0.829,187066,0.607,4AboqNl74jNDpJhPfqYDmj,0,1,0.0986,-3.876,,1,0.0897,120.044,4,https://api.spotify.com/v1/tracks/4AboqNl74jNDpJhPfqYDmj,,0.766,,,2010,,4AboqNl74jNDpJhPfqYDmj,,,,,,
Nothin' On You (feat. Bruno Mars),0.386,0.688,268320,0.853,59dLtGBS26x7kc0rHbaPrq,0,10,0.0862,-5.814,,1,0.0493,103.993,4,https://api.spotify.com/v1/tracks/59dLtGBS26x7kc0rHbaPrq,,0.743,,,4/26/10,,59dLtGBS26x7kc0rHbaPrq,,,,,,
All I Do Is Win,0.0104,0.549,227293,0.791,6u5M4jPpYkoRV4vVHDQvkd,0,10,0.444,-3.535,,1,0.133,150.094,4,https://api.spotify.com/v1/tracks/6u5M4jPpYkoRV4vVHDQvkd,,0.293,,,3/2/10,,6u5M4jPpYkoRV4vVHDQvkd,,,,,,
Haven't Met You Yet,0.152,0.615,244586,0.733,4fIWvT19w9PR0VVBuPYpWA,0,8,0.109,-4.808,,1,0.0335,122.58,4,https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA,,0.796,,,10/6/09,,4fIWvT19w9PR0VVBuPYpWA,,,,,,
Rude Boy,0.113,0.563,222920,0.75,60jzFy6Nn4M0iD1d94oteF,0,11,0.0788,-4.496,,1,0.127,173.906,4,https://api.spotify.com/v1/tracks/60jzFy6Nn4M0iD1d94oteF,,0.812,,,11/20/09,,60jzFy6Nn4M0iD1d94oteF,,,,,,
Telephone,0.00748,0.827,220626,0.821,1IaYWv32nFFMdljBIjMY5T,0.0015,3,0.115,-5.864,,1,0.0419,122.017,4,https://api.spotify.com/v1/tracks/1IaYWv32nFFMdljBIjMY5T,,0.684,,,1/1/09,,1IaYWv32nFFMdljBIjMY5T,,,,,,
Whataya Want from Me,0.00706,0.44,227320,0.683,2rDwdvBma1O1eLzo29p2cr,0,11,0.0593,-4.732,,0,0.0489,185.948,4,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,,0.445,,,11/20/09,,2rDwdvBma1O1eLzo29p2cr,,,,,,
I Gotta Feeling,0.0823,0.741,289133,0.748,4vp2J1l5RD4gMZwGFLfRAu,0,0,0.34,-6.299,,1,0.0264,127.965,4,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,,0.6,,,1/1/09,,4vp2J1l5RD4gMZwGFLfRAu,,,,,,
TiK ToK,0.0746,0.755,199693,0.832,5OMwQFBcte0aWFJFqrr5oj,1.27E-06,2,0.291,-2.741,,0,0.116,120.032,4,https://api.spotify.com/v1/tracks/5OMwQFBcte0aWFJFqrr5oj,,0.735,,,2010,,5OMwQFBcte0aWFJFqrr5oj,,,,,,
I Made It (Cash Money Heroes),0.0481,0.4,249546,0.944,6H2wnX7ytNeCKERIVqCwgs,0,7,0.345,-2.902,,1,0.184,124.224,5,https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs,,0.574,,,1/1/10,,6H2wnX7ytNeCKERIVqCwgs,,,,,,
Hey Daddy (Daddy's Home),0.000176,0.59,224093,0.698,030OCtLMrljNhp8OWHBWW3,0,11,0.107,-4.262,,1,0.0286,95.975,4,https://api.spotify.com/v1/tracks/030OCtLMrljNhp8OWHBWW3,,0.352,,,8/24/10,,030OCtLMrljNhp8OWHBWW3,,,,,,
Imma Be,0.184,0.619,257560,0.539,5OiLJ8tjUPFiPX2gVM8fxJ,0,0,0.288,-6.9,,1,0.387,145.618,0,https://api.spotify.com/v1/tracks/5OiLJ8tjUPFiPX2gVM8fxJ,,0.424,,,1/1/09,,5OiLJ8tjUPFiPX2gVM8fxJ,,,,,,
All The Right Moves,0.284,0.53,238000,0.95,5XRHGXut00SrJUFmcn2lQF,1.01E-05,0,0.211,-3.526,,1,0.0503,146.035,4,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,,0.733,,,1/1/09,,5XRHGXut00SrJUFmcn2lQF,,,,,,
Carry Out (Featuring Justin Timberlake),0.117,0.478,232466,0.569,2DHc2e5bBn4UzY0ENVFrUl,0.0669,10,0.248,-6.764,,0,0.148,95.988,4,https://api.spotify.com/v1/tracks/2DHc2e5bBn4UzY0ENVFrUl,,0.259,,,1/1/09,,2DHc2e5bBn4UzY0ENVFrUl,,,,,,
Say Aah - feat. Fabolous,0.00453,0.724,207546,0.87,2fQ6sBFWaLv2Gxos4igHLy,0,1,0.833,-3.614,,0,0.113,93.01,4,https://api.spotify.com/v1/tracks/2fQ6sBFWaLv2Gxos4igHLy,,0.81,,,8/31/09,,2fQ6sBFWaLv2Gxos4igHLy,,,,,,
BedRock,0.109,0.732,288133,0.659,3iL2l5gUqyPS6vDwJFgJTR,0,8,0.141,-6.089,,1,0.225,148.001,4,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,,0.575,,,1/1/09,,3iL2l5gUqyPS6vDwJFgJTR,,,,,,
Live Like We're Dying,0.0267,0.578,212746,0.9,51YhN4y2tOvfI0Sv1hoBRo,0,0,0.287,-2.501,,1,0.0443,92.011,4,https://api.spotify.com/v1/tracks/51YhN4y2tOvfI0Sv1hoBRo,,0.934,,,9/25/09,,51YhN4y2tOvfI0Sv1hoBRo,,,,,,
Naturally,0.0211,0.629,202586,0.906,1YaVmBh7EAeR54FIjuFcb5,1.17E-06,10,0.0551,-5.393,,0,0.0583,132.64,4,https://api.spotify.com/v1/tracks/1YaVmBh7EAeR54FIjuFcb5,,0.847,,,1/1/09,,1YaVmBh7EAeR54FIjuFcb5,,,,,,
Sexy Chick - feat. Akon,0.0816,0.809,194346,0.562,4MKzCHlZvkwJOQRNkdw4zq,0.000418,11,0.105,-7.694,,0,0.0534,130.003,4,https://api.spotify.com/v1/tracks/4MKzCHlZvkwJOQRNkdw4zq,,0.798,,,11/24/10,,4MKzCHlZvkwJOQRNkdw4zq,,,,,,
How Low,0.00248,0.784,201586,0.498,1WtTLtofvcjQM3sXSMkDdX,1.23E-06,1,0.224,-6.977,,1,0.0533,143.96,4,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,,0.418,,,1/1/10,,1WtTLtofvcjQM3sXSMkDdX,,,,,,
According To You,0.0233,0.619,200346,0.917,72phhQtfwZcRweweRxxkmU,1.21E-05,5,0.0986,-2.582,,1,0.0507,131.002,4,https://api.spotify.com/v1/tracks/72phhQtfwZcRweweRxxkmU,,0.552,,,1/1/10,,72phhQtfwZcRweweRxxkmU,,,,,,
Empire State of Mind (Part II) Broken Down,0.739,0.479,216480,0.368,5sra5UY6sD658OabHL3QtI,4.10E-05,6,0.118,-7.784,,1,0.0341,92.959,4,https://api.spotify.com/v1/tracks/5sra5UY6sD658OabHL3QtI,,0.142,,,12/11/09,,5sra5UY6sD658OabHL3QtI,,,,,,
You Belong With Me,0.162,0.687,231133,0.783,3GCL1PydwsLodcpv0Ll1ch,1.35E-05,6,0.114,-4.44,,1,0.0386,129.964,4,https://api.spotify.com/v1/tracks/3GCL1PydwsLodcpv0Ll1ch,,0.443,,,1/1/08,,3GCL1PydwsLodcpv0Ll1ch,,,,,,
Fireflies,0.0294,0.591,228346,0.649,3DamFFqW32WihKkTVlwTYQ,0,3,0.133,-6.72,,1,0.0417,90.002,4,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,,0.489,,,1/1/09,,3DamFFqW32WihKkTVlwTYQ,,,,,,
Whatcha Say,0.0444,0.615,221253,0.711,67T6l4q3zVjC5nZZPXByU8,0,11,0.145,-5.507,,1,0.0779,144.036,4,https://api.spotify.com/v1/tracks/67T6l4q3zVjC5nZZPXByU8,,0.711,,,2/24/10,,67T6l4q3zVjC5nZZPXByU8,,,,,,
Two Is Better Than One,0.189,0.521,242840,0.702,1MaqkdFNIKPdpQGDzme5ss,0,0,0.0962,-5.189,,1,0.0331,127.976,4,https://api.spotify.com/v1/tracks/1MaqkdFNIKPdpQGDzme5ss,,0.25,,,9/3/09,,1MaqkdFNIKPdpQGDzme5ss,,,,,,
Meet Me Halfway,0.00489,0.785,284373,0.604,0xfpx7AiwgSKEtjotea2L6,2.74E-05,11,0.25,-6.79,,0,0.0834,130.03,4,https://api.spotify.com/v1/tracks/0xfpx7AiwgSKEtjotea2L6,,0.436,,,1/1/09,,0xfpx7AiwgSKEtjotea2L6,,,,,,
Paparazzi,0.0947,0.755,208306,0.688,16Me2jlMlTX4xsps2j71mC,0,8,0.0852,-3.97,,1,0.0535,114.928,4,https://api.spotify.com/v1/tracks/16Me2jlMlTX4xsps2j71mC,,0.429,,,1/1/08,,16Me2jlMlTX4xsps2j71mC,,,,,,
Party In The U.S.A.,0.00124,0.454,202066,0.708,5Q0Nhxo0l2bP3pNjpGJwV1,0.000181,10,0.0679,-4.526,,0,0.0675,192.18,4,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,,0.483,,,1/1/09,,5Q0Nhxo0l2bP3pNjpGJwV1,,,,,,
Evacuate the Dancefloor - Radio Edit,0.0174,0.748,208360,0.696,5uXR7Nanrm9FfWDrpQBGfN,0,0,0.267,-5.975,,1,0.0493,127.002,4,https://api.spotify.com/v1/tracks/5uXR7Nanrm9FfWDrpQBGfN,,0.891,,,7/14/09,,5uXR7Nanrm9FfWDrpQBGfN,,,,,,
Fallin' For You,0.156,0.644,215546,0.834,1le5KVGTF1xWf2aUj7ruLy,0,4,0.112,-6.473,,1,0.0275,117.043,4,https://api.spotify.com/v1/tracks/1le5KVGTF1xWf2aUj7ruLy,,0.593,,,2009,,1le5KVGTF1xWf2aUj7ruLy,,,,,,
Fifteen,0.067,0.556,294333,0.651,4t0OI7XrODjSkAu3bTPmWj,0,7,0.145,-4.396,,1,0.0266,95.485,4,https://api.spotify.com/v1/tracks/4t0OI7XrODjSkAu3bTPmWj,,0.203,,,1/1/08,,4t0OI7XrODjSkAu3bTPmWj,,,,,,
Hell Breaks Loose,0.123,0.685,244160,0.884,0FXfAepEmqVCMnvOpb8Hoj,0,6,0.105,-3.072,,1,0.188,79.903,4,https://api.spotify.com/v1/tracks/0FXfAepEmqVCMnvOpb8Hoj,,0.902,,,5/15/09,,0FXfAepEmqVCMnvOpb8Hoj,,,,,,
She Wolf,0.289,0.865,188866,0.69,4cS2HQ6jK80vqdY9ofpztx,0.0138,7,0.225,-7.448,,1,0.0444,121.983,4,https://api.spotify.com/v1/tracks/4cS2HQ6jK80vqdY9ofpztx,,0.868,,,2009,,4cS2HQ6jK80vqdY9ofpztx,,,,,,
Hotel Room Service,0.00705,0.851,237640,0.629,6Rb0ptOEjBjPPQUlQtQGbL,0.000372,1,0.0746,-8.385,,1,0.175,125.984,4,https://api.spotify.com/v1/tracks/6Rb0ptOEjBjPPQUlQtQGbL,,0.789,,,8/28/09,,6Rb0ptOEjBjPPQUlQtQGbL,,,,,,
Good Girls Go Bad (feat. Leighton Meester),0.0116,0.594,196413,0.874,7kMfu3KUydmrFVGEAhjtyl,0,0,0.549,-3.716,,1,0.0815,119.964,4,https://api.spotify.com/v1/tracks/7kMfu3KUydmrFVGEAhjtyl,,0.628,,,7/7/09,,7kMfu3KUydmrFVGEAhjtyl,,,,,,
Throw It In The Bag,0.165,0.852,231573,0.559,6c0GmyBsE7mQtrVvxJaWc3,0,11,0.0761,-7.441,,0,0.0376,86.018,4,https://api.spotify.com/v1/tracks/6c0GmyBsE7mQtrVvxJaWc3,,0.673,,,1/1/09,,6c0GmyBsE7mQtrVvxJaWc3,,,,,,
Come In With The Rain,0.118,0.517,238106,0.448,4pl5zcqCv4vc3cB7M4MZ6f,2.56E-06,7,0.212,-6.16,,1,0.0258,143.952,4,https://api.spotify.com/v1/tracks/4pl5zcqCv4vc3cB7M4MZ6f,,0.231,,,11/11/08,,4pl5zcqCv4vc3cB7M4MZ6f,,,,,,
Superstar (feat. Matthew Santos),0.207,0.572,289000,0.822,7dltD9eEX7X1zk8JJ9BS0e,0,11,0.359,-6.015,,0,0.361,94.812,4,https://api.spotify.com/v1/tracks/7dltD9eEX7X1zk8JJ9BS0e,,0.472,,,1/1/07,,7dltD9eEX7X1zk8JJ9BS0e,,,,,,
Big Green Tractor,0.646,0.623,204200,0.59,4KAzYqfcijCSZa2P3etHoM,0,4,0.295,-5.014,,1,0.028,137.071,4,https://api.spotify.com/v1/tracks/4KAzYqfcijCSZa2P3etHoM,,0.579,,,4/7/09,,4KAzYqfcijCSZa2P3etHoM,,,,,,
Boom Boom Pow,0.15,0.869,251440,0.851,7xRNsqOQOgWbHV1nbXnfXN,0.000873,9,0.136,-6.201,,1,0.0827,130.09,4,https://api.spotify.com/v1/tracks/7xRNsqOQOgWbHV1nbXnfXN,,0.395,,,1/1/09,,7xRNsqOQOgWbHV1nbXnfXN,,,,,,
I Know You Want Me (Calle Ocho),0.0152,0.817,237120,0.733,13plQdOoWSSXPRUSZc5FuM,4.31E-05,2,0.107,-6.009,,1,0.145,127.056,4,https://api.spotify.com/v1/tracks/13plQdOoWSSXPRUSZc5FuM,,0.833,,,8/27/09,,13plQdOoWSSXPRUSZc5FuM,,,,,,
Knock You Down,0.0124,0.593,326186,0.883,58FUwmyGUqkt53YPUcm7cJ,0,8,0.177,-4.781,,1,0.186,155.171,4,https://api.spotify.com/v1/tracks/58FUwmyGUqkt53YPUcm7cJ,,0.671,,,1/1/09,,58FUwmyGUqkt53YPUcm7cJ,,,,,,
Time for Miracles,0.00532,0.26,282813,0.7,4Czm9ZRnUzQJZn9y5QYwxf,0,2,0.357,-3.58,,1,0.0312,147.872,4,https://api.spotify.com/v1/tracks/4Czm9ZRnUzQJZn9y5QYwxf,,0.202,,,11/20/09,,4Czm9ZRnUzQJZn9y5QYwxf,,,,,,
Best I Ever Had,0.219,0.427,257760,0.861,3fyMH1t6UPeR5croea9PrR,0,1,0.277,-4.874,,1,0.376,161.776,4,https://api.spotify.com/v1/tracks/3fyMH1t6UPeR5croea9PrR,,0.581,,,1/1/09,,3fyMH1t6UPeR5croea9PrR,,,,,,
Battlefield,0.0178,0.613,241920,0.634,1Nme6K1PYAh7p7uygyuRdf,0,2,0.0719,-3.472,,1,0.0339,144.953,4,https://api.spotify.com/v1/tracks/1Nme6K1PYAh7p7uygyuRdf,,0.37,,,7/17/09,,1Nme6K1PYAh7p7uygyuRdf,,,,,,
Please Don't Leave Me,0.00971,0.591,231560,0.841,2tAtg37styBgPSHzKnJQYB,0,6,0.262,-4.498,,1,0.0375,138.037,4,https://api.spotify.com/v1/tracks/2tAtg37styBgPSHzKnJQYB,,0.751,,,10/27/08,,2tAtg37styBgPSHzKnJQYB,,,,,,
Pretty Wings - uncut,0.252,0.563,310520,0.402,22NLm3IIR9NLG0cUYtmHMW,2.07E-06,9,0.0886,-10.496,,1,0.0668,115.561,4,https://api.spotify.com/v1/tracks/22NLm3IIR9NLG0cUYtmHMW,,0.2,,,7/7/09,,22NLm3IIR9NLG0cUYtmHMW,,,,,,
Waking Up In Vegas,0.0012,0.524,199186,0.878,6fvxos1qSHrIgOkKw4dhWS,0,5,0.098,-3.108,,0,0.0346,130.989,4,https://api.spotify.com/v1/tracks/6fvxos1qSHrIgOkKw4dhWS,,0.59,,,1/1/08,,6fvxos1qSHrIgOkKw4dhWS,,,,,,
I'm Yours,0.595,0.686,242186,0.457,1EzrEOXmMH3G43AXT1y7pA,0,11,0.105,-8.322,,1,0.0468,150.953,4,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,,0.718,,,5/12/08,,1EzrEOXmMH3G43AXT1y7pA,,,,,,
Poker Face,0.139,0.846,237200,0.815,0WfKDYeUAoLA3vdvLKKWMW,2.19E-06,4,0.131,-4.512,,1,0.0761,118.999,4,https://api.spotify.com/v1/tracks/0WfKDYeUAoLA3vdvLKKWMW,,0.831,,,1/1/08,,0WfKDYeUAoLA3vdvLKKWMW,,,,,,
LoveGame,0.00587,0.892,216333,0.649,5c0Wgs68kjgViFCVDGLB2I,1.30E-06,6,0.323,-5.644,,0,0.0652,105.041,4,https://api.spotify.com/v1/tracks/5c0Wgs68kjgViFCVDGLB2I,,0.85,,,1/1/08,,5c0Wgs68kjgViFCVDGLB2I,,,,,,
The Climb,0.0834,0.327,236066,0.588,0V8FYVlBFuXXTIvRnMbZyS,0,4,0.104,-6.611,,1,0.0336,161.074,4,https://api.spotify.com/v1/tracks/0V8FYVlBFuXXTIvRnMbZyS,,0.329,,,1/1/09,,0V8FYVlBFuXXTIvRnMbZyS,,,,,,
Second Chance,0.00107,0.46,222066,0.796,0CwYG1UnRmOx8Q1EzElCIL,0,0,0.106,-4.501,,0,0.0333,100.011,4,https://api.spotify.com/v1/tracks/0CwYG1UnRmOx8Q1EzElCIL,,0.182,,,6/24/08,,0CwYG1UnRmOx8Q1EzElCIL,,,,,,
Birthday Sex,0.261,0.675,226506,0.545,4NpDZPwSXmL0cCTaJuVrCw,0,7,0.162,-5.614,,0,0.0443,60.048,4,https://api.spotify.com/v1/tracks/4NpDZPwSXmL0cCTaJuVrCw,,0.445,,,1/1/09,,4NpDZPwSXmL0cCTaJuVrCw,,,,,,
DONTTRUSTME,0.0163,0.791,192573,0.713,5jzX4dWVQeBTtfBaXnMRt5,0,5,0.189,-3.742,,0,0.254,130.012,4,https://api.spotify.com/v1/tracks/5jzX4dWVQeBTtfBaXnMRt5,,0.514,,,7/7/08,,5jzX4dWVQeBTtfBaXnMRt5,,,,,,
Halo,0.272,0.508,261640,0.72,4JehYebiI9JE8sR8MisGVb,0,11,0.0563,-5.908,,0,0.0628,79.983,4,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,,0.472,,,11/14/08,,4JehYebiI9JE8sR8MisGVb,,,,,,
If Today Was Your Last Day,8.67E-05,0.485,249066,0.911,4QJLKU75Rg4558f4LbDBRi,0,3,0.092,-5.749,,1,0.0355,89.956,4,https://api.spotify.com/v1/tracks/4QJLKU75Rg4558f4LbDBRi,,0.568,,,10/28/08,,4QJLKU75Rg4558f4LbDBRi,,,,,,
You Found Me,0.0187,0.338,241853,0.803,4IoYz8XqqdowINzfRrFnhi,0,8,0.136,-5.412,,0,0.0413,151.994,4,https://api.spotify.com/v1/tracks/4IoYz8XqqdowINzfRrFnhi,,0.4,,,1/30/09,,4IoYz8XqqdowINzfRrFnhi,,,,,,
I Run To You,0.163,0.656,256013,0.786,2YVCkTYJpv5jelYrHYoEG8,5.99E-05,3,0.124,-4.451,,1,0.034,113.963,4,https://api.spotify.com/v1/tracks/2YVCkTYJpv5jelYrHYoEG8,,0.378,,,1/1/08,,2YVCkTYJpv5jelYrHYoEG8,,,,,,
That's Not My Name,0.0451,0.755,310573,0.901,2DNdEpV9UnsYjL6w1Dp1aS,0.0373,9,0.363,-3.152,,1,0.0893,145.042,4,https://api.spotify.com/v1/tracks/2DNdEpV9UnsYjL6w1Dp1aS,,0.959,,,7/29/08,,2DNdEpV9UnsYjL6w1Dp1aS,,,,,,
Right Round,0.009,0.72,204640,0.672,3GpbwCm3YxiWDvy29Uo3vP,0,7,0.232,-6.852,,1,0.0551,124.986,4,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,,0.705,,,3/30/09,,3GpbwCm3YxiWDvy29Uo3vP,,,,,,
Whatever It Is,0.443,0.686,208213,0.576,4o8STNAL91xc7EvuvqSKk1,1.70E-05,1,0.212,-6.632,,1,0.0284,83.971,4,https://api.spotify.com/v1/tracks/4o8STNAL91xc7EvuvqSKk1,,0.72,,,11/17/08,,4o8STNAL91xc7EvuvqSKk1,,,,,,
Day 'N' Nite (nightmare),0.503,0.878,221266,0.446,5FEXPoPnzueFJQCPRIrC3c,6.32E-06,11,0.117,-6.362,,0,0.0635,138.035,4,https://api.spotify.com/v1/tracks/5FEXPoPnzueFJQCPRIrC3c,,0.805,,,1/1/09,,5FEXPoPnzueFJQCPRIrC3c,,,,,,
Gives You Hell,0.0156,0.714,213106,0.725,6ihL9TjfRjadfEePzXXyVF,0,4,0.0726,-6.411,,1,0.0402,99.988,4,https://api.spotify.com/v1/tracks/6ihL9TjfRjadfEePzXXyVF,,0.59,,,1/1/08,,6ihL9TjfRjadfEePzXXyVF,,,,,,
Just Dance,0.0337,0.822,241933,0.753,6HkjpGIOHv4y0IBAxUbE5z,1.76E-05,1,0.218,-4.499,,0,0.0332,118.982,4,https://api.spotify.com/v1/tracks/6HkjpGIOHv4y0IBAxUbE5z,,0.709,,,1/1/08,,6HkjpGIOHv4y0IBAxUbE5z,,,,,,
Kiss Me Thru The Phone,0.0175,0.761,193386,0.724,2q4rjDy9WhaN3o9MvDbO21,0,7,0.116,-3.818,,1,0.111,149.936,4,https://api.spotify.com/v1/tracks/2q4rjDy9WhaN3o9MvDbO21,,0.815,,,1/1/08,,2q4rjDy9WhaN3o9MvDbO21,,,,,,
My Life Would Suck Without You,0.0014,0.526,211162,0.882,4Dm32oO01YpIubCHaAtKkN,0,9,0.144,-4.006,,1,0.0509,144.982,4,https://api.spotify.com/v1/tracks/4Dm32oO01YpIubCHaAtKkN,,0.424,,,3/6/09,,4Dm32oO01YpIubCHaAtKkN,,,,,,
Dead And Gone (feat. Justin Timberlake),0.0402,0.713,299746,0.746,7IhsLJMqdxoo7YAZjaSMru,0,0,0.601,-4.99,,1,0.259,135.021,4,https://api.spotify.com/v1/tracks/7IhsLJMqdxoo7YAZjaSMru,,0.47,,,9/8/08,,7IhsLJMqdxoo7YAZjaSMru,,,,,,
"1, 2, 3, 4",0.566,0.458,198360,0.55,5VWmMZCfJ4yVkJw9ZLFXej,1.39E-05,2,0.108,-7.092,,1,0.0262,90.56,4,https://api.spotify.com/v1/tracks/5VWmMZCfJ4yVkJw9ZLFXej,,0.56,,,1/1/08,,5VWmMZCfJ4yVkJw9ZLFXej,,,,,,
She's Country,0.198,0.553,220573,0.872,0PspNrE4MSjr1JeB4OW0jn,0,1,0.0659,-2.832,,0,0.0782,172.138,4,https://api.spotify.com/v1/tracks/0PspNrE4MSjr1JeB4OW0jn,,0.638,,,4/7/09,,0PspNrE4MSjr1JeB4OW0jn,,,,,,
Note To God,0.519,0.52,238026,0.586,7MlEmf2a7vrvXJ1v0AHFoe,1.03E-06,9,0.0783,-5.383,,1,0.0384,120.119,4,https://api.spotify.com/v1/tracks/7MlEmf2a7vrvXJ1v0AHFoe,,0.0637,,,5/7/10,,7MlEmf2a7vrvXJ1v0AHFoe,,,,,,
Mad,0.661,0.727,254533,0.649,6Hn9Uc1mMNfqChXU3txNke,0,0,0.111,-5.356,,1,0.0338,129.992,4,https://api.spotify.com/v1/tracks/6Hn9Uc1mMNfqChXU3txNke,,0.669,,,1/1/08,,6Hn9Uc1mMNfqChXU3txNke,,,,,,
Rockin' That Thang - Album Version (Edited),0.138,0.674,221933,0.612,3oJJ1dQBxiFYGMQSe2SluG,0,8,0.334,-4.857,,1,0.0453,77.995,4,https://api.spotify.com/v1/tracks/3oJJ1dQBxiFYGMQSe2SluG,,0.662,,,1/1/09,,3oJJ1dQBxiFYGMQSe2SluG,,,,,,
Circus,0.147,0.791,192360,0.733,7jk7gqyEonmVVYahZN5zhW,0.000381,6,0.0713,-5.215,,0,0.052,114.98,4,https://api.spotify.com/v1/tracks/7jk7gqyEonmVVYahZN5zhW,,0.761,,,1/6/09,,7jk7gqyEonmVVYahZN5zhW,,,,,,
Hot N Cold,7.95E-05,0.706,220226,0.841,1y4eb6hmAvsqlDOl3fx9kk,0,7,0.0688,-3.956,,1,0.0418,132.032,4,https://api.spotify.com/v1/tracks/1y4eb6hmAvsqlDOl3fx9kk,,0.861,,,1/1/08,,1y4eb6hmAvsqlDOl3fx9kk,,,,,,
Let It Rock,0.00106,0.607,231173,0.781,6TrNRd98WksT9Kkmx9uj6R,0,7,0.0769,-4.276,,1,0.0407,113.183,4,https://api.spotify.com/v1/tracks/6TrNRd98WksT9Kkmx9uj6R,,0.482,,,1/1/08,,6TrNRd98WksT9Kkmx9uj6R,,,,,,
Viva La Vida,0.0941,0.485,242373,0.619,1mea3bSkSGXuIRvnydlB5b,3.31E-06,5,0.109,-7.115,,0,0.0289,138.017,4,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,,0.416,,,5/26/08,,1mea3bSkSGXuIRvnydlB5b,,,,,,
Single Ladies (Put a Ring on It),0.0383,0.426,193213,0.584,5R9a4t5t5O0IsznsrKPVro,0,1,0.188,-5.293,,1,0.296,193.437,4,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,,0.272,,,11/14/08,,5R9a4t5t5O0IsznsrKPVro,,,,,,
White Horse,0.305,0.578,234426,0.34,6wn61Fzx9XMxQmieLpoIhW,0,0,0.104,-8.027,,1,0.0264,92.702,4,https://api.spotify.com/v1/tracks/6wn61Fzx9XMxQmieLpoIhW,,0.223,,,1/1/08,,6wn61Fzx9XMxQmieLpoIhW,,,,,,
Gotta Be Somebody,0.000354,0.536,252653,0.89,06T10fEzN8ZCcqzQZYA184,0.00165,0,0.133,-5.222,,1,0.0601,115.998,4,https://api.spotify.com/v1/tracks/06T10fEzN8ZCcqzQZYA184,,0.205,,,10/28/08,,06T10fEzN8ZCcqzQZYA184,,,,,,
Live Your Life (feat. Rihanna),0.071,0.375,338853,0.862,3jlbL2OTD5YmIunYzgQTAN,0,11,0.211,-3.363,,0,0.255,159.841,4,https://api.spotify.com/v1/tracks/3jlbL2OTD5YmIunYzgQTAN,,0.478,,,9/8/08,,3jlbL2OTD5YmIunYzgQTAN,,,,,,
So What,0.000304,0.535,215160,0.886,6qYGUxPjQt5PJtWdiNppZx,2.26E-06,11,0.257,-3.106,,1,0.045,126.012,4,https://api.spotify.com/v1/tracks/6qYGUxPjQt5PJtWdiNppZx,,0.445,,,10/27/08,,6qYGUxPjQt5PJtWdiNppZx,,,,,,
Chicken Fried,0.645,0.566,238146,0.713,4dGJf1SER1T6ooX46vwzRB,0,6,0.114,-4.25,,1,0.0417,169.864,4,https://api.spotify.com/v1/tracks/4dGJf1SER1T6ooX46vwzRB,,0.807,,,11/17/08,,4dGJf1SER1T6ooX46vwzRB,,,,,,
Whatever You Like,0.0161,0.68,249533,0.687,1IAzD1muglOxOcPbUHs70R,0,9,0.261,-6.162,,0,0.0709,150.053,4,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,,0.467,,,9/8/08,,1IAzD1muglOxOcPbUHs70R,,,,,,
Womanizer,0.073,0.724,224400,0.695,4fixebDZAVToLbUCuEloa2,0,11,0.0889,-5.226,,1,0.0622,139,4,https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2,,0.235,,,1/6/09,,4fixebDZAVToLbUCuEloa2,,,,,,
Disturbia,0.0863,0.707,238626,0.813,2VOomzT6VavJOGBeySqaMc,0,11,0.168,-4.515,,0,0.0571,124.921,4,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,,0.722,,,6/2/08,,2VOomzT6VavJOGBeySqaMc,,,,,,
