track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,,,song_id,,,,,,
Miss Independent,0.522,0.673,232000,0.683,34ceTg8ChN5HjrqiIYCn9Q,0,1,0.235,-5.693,,1,0.115,171.86,4,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,,0.713,,,1/1/08,,34ceTg8ChN5HjrqiIYCn9Q,,,,,,
Love Lockdown,0.0539,0.756,270306,0.529,1kxeWHF9PrCVZHvVskv8lg,0.392,1,0.112,-7.659,,0,0.0329,119.573,4,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,,0.123,,,1/1/08,,1kxeWHF9PrCVZHvVskv8lg,,,,,,
Right Now (Na Na Na),0.283,0.816,240746,0.851,1ARJhjuI6TNYZCxYygFQ4F,0,8,0.543,-4.166,,0,0.19,137.968,4,https://api.spotify.com/v1/tracks/1ARJhjuI6TNYZCxYygFQ4F,,0.568,,,1/1/08,,1ARJhjuI6TNYZCxYygFQ4F,,,,,,
Better in Time,0.512,0.584,234173,0.7,2iXBZ32Fz5VDCLeE0JIdX5,2.43E-05,6,0.13,-4.251,,1,0.0506,163.953,4,https://api.spotify.com/v1/tracks/2iXBZ32Fz5VDCLeE0JIdX5,,0.549,,,2007,,2iXBZ32Fz5VDCLeE0JIdX5,,,,,,
Addicted,0.000821,0.512,222826,0.865,3pxCXv0NACYfYnLjFcQW5D,0,7,0.0982,-4.146,,1,0.0338,138.017,4,https://api.spotify.com/v1/tracks/3pxCXv0NACYfYnLjFcQW5D,,0.529,,,1/1/08,,3pxCXv0NACYfYnLjFcQW5D,,,,,,
Crush,0.00836,0.57,213520,0.664,4wCD0qOFNRu1Q6O3N6ycm4,1.20E-05,0,0.0719,-4.718,,0,0.0322,162.084,4,https://api.spotify.com/v1/tracks/4wCD0qOFNRu1Q6O3N6ycm4,,0.487,,,11/7/08,,4wCD0qOFNRu1Q6O3N6ycm4,,,,,,
Mrs. Officer,0.248,0.916,286906,0.568,0EHR9OObFtjlhQB8wSt1m7,0,6,0.081,-5.358,,1,0.13,112.009,5,https://api.spotify.com/v1/tracks/0EHR9OObFtjlhQB8wSt1m7,,0.954,,,1/1/08,,0EHR9OObFtjlhQB8wSt1m7,,,,,,
Shattered [Turn The Car Around],0.0175,0.571,255493,0.784,32oh9wNU89gmX6CohLTdeG,0,11,0.19,-6.396,,1,0.0352,105.973,4,https://api.spotify.com/v1/tracks/32oh9wNU89gmX6CohLTdeG,,0.462,,,7/1/08,,32oh9wNU89gmX6CohLTdeG,,,,,,
Can't Believe It,0.0024,0.578,275933,0.546,6m1sJMWeAkCG5eECKaGFew,0,10,0.0908,-8.149,,0,0.0552,120.818,5,https://api.spotify.com/v1/tracks/6m1sJMWeAkCG5eECKaGFew,,0.0819,,,7/28/08,,6m1sJMWeAkCG5eECKaGFew,,,,,,
Closer,0.414,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0,8,0.111,-5.599,,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,,0.661,,,7/29/16,,7BKLCZ1jbUBVqRi2FVlTVw,,,,,,
Fall For You,0.19,0.387,185600,0.442,7lWF2mVr1KKbVnaT2nSlPo,0,0,0.0788,-7.086,,1,0.0352,169.481,4,https://api.spotify.com/v1/tracks/7lWF2mVr1KKbVnaT2nSlPo,,0.382,,,1/15/08,,7lWF2mVr1KKbVnaT2nSlPo,,,,,,
Got Money,0.00199,0.442,244626,0.638,46lIt6GmL0VkkbuUyGDbCs,0,7,0.646,-5.053,,1,0.26,82.206,4,https://api.spotify.com/v1/tracks/46lIt6GmL0VkkbuUyGDbCs,,0.706,,,1/1/08,,46lIt6GmL0VkkbuUyGDbCs,,,,,,
Paper Planes,0.0277,0.457,203760,0.854,1kusepF3AacIEtUTYrw4GV,9.62E-05,2,0.731,-6.2,,1,0.265,172.231,4,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,,0.485,,,1/1/07,,1kusepF3AacIEtUTYrw4GV,,,,,,
American Boy,0.171,0.727,284733,0.729,22UDw8rSfLbUsaAGTXQ4Z8,0,0,0.07,-2.99,,1,0.326,117.932,4,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,,0.512,,,3/28/08,,22UDw8rSfLbUsaAGTXQ4Z8,,,,,,
Bleeding Love,0.188,0.638,262466,0.656,7wZUrN8oemZfsEd1CGkbXE,0,5,0.146,-5.886,,1,0.0357,104.036,4,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,,0.225,,,2007,,7wZUrN8oemZfsEd1CGkbXE,,,,,,
In The Ayer (feat. will.I.am),0.00456,0.83,220506,0.746,6RpiAj9Ofv0Uqp6n2OuRoh,0,5,0.26,-6.286,,0,0.0579,125.992,4,https://api.spotify.com/v1/tracks/6RpiAj9Ofv0Uqp6n2OuRoh,,0.646,,,3/17/08,,6RpiAj9Ofv0Uqp6n2OuRoh,,,,,,
I Kissed A Girl,0.00223,0.699,179640,0.76,14iN3o8ptQ8cFVZTEmyQRV,0,5,0.132,-3.173,,1,0.0677,129.996,4,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV,,0.696,,,1/1/08,,14iN3o8ptQ8cFVZTEmyQRV,,,,,,
Pocketful of Sunshine,0.191,0.721,202906,0.88,1uigwk5hNV84zRd5YQQRTk,0,9,0.0769,-3.896,,0,0.0454,110.021,4,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,,0.655,,,1/22/08,,1uigwk5hNV84zRd5YQQRTk,,,,,,
Take A Bow,0.248,0.697,229413,0.467,3goSVuTt3fDYDP6kRnFwuL,0,9,0.0941,-7.536,,1,0.0715,82.081,4,https://api.spotify.com/v1/tracks/3goSVuTt3fDYDP6kRnFwuL,,0.572,,,6/2/08,,3goSVuTt3fDYDP6kRnFwuL,,,,,,
Leavin',0.0352,0.693,216880,0.709,20ORwCJusz4KS2PbTPVNKo,3.40E-06,9,0.0688,-5.787,,1,0.0608,79.237,4,https://api.spotify.com/v1/tracks/20ORwCJusz4KS2PbTPVNKo,,0.889,,,2008,,20ORwCJusz4KS2PbTPVNKo,,,,,,
A Milli,0.0527,0.679,221840,0.684,6ScJMrlpiLfZUGtWp4QIVt,0.000895,6,0.177,-8.559,,1,0.278,151.748,4,https://api.spotify.com/v1/tracks/6ScJMrlpiLfZUGtWp4QIVt,,0.755,,,1/1/08,,6ScJMrlpiLfZUGtWp4QIVt,,,,,,
Lollipop,0.0656,0.828,299333,0.433,4P7VFiaZb3xrXoqGwZXC3J,0.000876,0,0.122,-9.716,,1,0.199,148.073,4,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,,0.44,,,1/1/08,,4P7VFiaZb3xrXoqGwZXC3J,,,,,,
Cyanide,0.000119,0.313,399546,0.993,2LfonCFEOzFedikP12rTeo,0.000335,11,0.303,-0.463,,0,0.0751,129.255,4,https://api.spotify.com/v1/tracks/2LfonCFEOzFedikP12rTeo,,0.497,,,9/12/08,,2LfonCFEOzFedikP12rTeo,,,,,,
I Luv Your Girl,0.017,0.686,267866,0.322,3wkNK8tJZ2stygNJm8RCRD,0,8,0.125,-9.829,,1,0.0386,89.958,4,https://api.spotify.com/v1/tracks/3wkNK8tJZ2stygNJm8RCRD,,0.0396,,,1/1/07,,3wkNK8tJZ2stygNJm8RCRD,,,,,,
It's Not My Time,0.00133,0.532,241960,0.935,0uybt73QFXaLCoxuVf6fhm,8.37E-06,0,0.106,-4.798,,1,0.0619,128.025,4,https://api.spotify.com/v1/tracks/0uybt73QFXaLCoxuVf6fhm,,0.309,,,1/1/08,,0uybt73QFXaLCoxuVf6fhm,,,,,,
No Air (feat. Chris Brown),0.0521,0.466,264373,0.759,1jUA4rb6ZCv4gby4YU53xq,0,8,0.0587,-4.978,,0,0.199,160.033,4,https://api.spotify.com/v1/tracks/1jUA4rb6ZCv4gby4YU53xq,,0.328,,,10/29/07,,1jUA4rb6ZCv4gby4YU53xq,,,,,,
Bust It Baby Part 2 (feat. Ne-Yo ),0.154,0.648,240760,0.801,0exb0K7vsjf5bXWLJJhAuF,0,5,0.339,-7.24,,0,0.167,78.946,4,https://api.spotify.com/v1/tracks/0exb0K7vsjf5bXWLJJhAuF,,0.807,,,6/10/08,,0exb0K7vsjf5bXWLJJhAuF,,,,,,
Burnin' Up,0.0296,0.667,175093,0.954,72jGj8k9C7DIQesDYenUT3,0,2,0.331,-3.462,,1,0.0817,114,4,https://api.spotify.com/v1/tracks/72jGj8k9C7DIQesDYenUT3,,0.807,,,8/12/08,,72jGj8k9C7DIQesDYenUT3,,,,,,
Damaged,0.0912,0.774,244266,0.653,4yHFxB8kzzeuNvoouR8N0N,0,8,0.151,-5.158,,0,0.05,120.01,4,https://api.spotify.com/v1/tracks/4yHFxB8kzzeuNvoouR8N0N,,0.818,,,3/17/08,,4yHFxB8kzzeuNvoouR8N0N,,,,,,
Love in This Club,0.0572,0.573,259720,0.712,5j0McHPthKpOXRr3fBq8M0,0,0,0.167,-5.976,,1,0.0732,140.012,4,https://api.spotify.com/v1/tracks/5j0McHPthKpOXRr3fBq8M0,,0.346,,,5/23/08,,5j0McHPthKpOXRr3fBq8M0,,,,,,
Realize,0.142,0.699,244106,0.607,5OGkKx8jP0A5KSULEc6XYZ,0,1,0.105,-6.312,,1,0.0347,123.95,4,https://api.spotify.com/v1/tracks/5OGkKx8jP0A5KSULEc6XYZ,,0.156,,,1/1/07,,5OGkKx8jP0A5KSULEc6XYZ,,,,,,
Sexy Can I feat. Yung Berg,0.299,0.575,204040,0.684,0DdpxWfVvUGgkJv5536tiF,0,1,0.614,-6.007,,1,0.325,172.155,4,https://api.spotify.com/v1/tracks/0DdpxWfVvUGgkJv5536tiF,,0.926,,,4/8/08,,0DdpxWfVvUGgkJv5536tiF,,,,,,
Stop And Stare,0.0593,0.49,223853,0.849,48s0QHJgmiNsth3WEO6U4M,0,4,0.082,-4.234,,1,0.035,92.494,4,https://api.spotify.com/v1/tracks/48s0QHJgmiNsth3WEO6U4M,,0.303,,,1/1/07,,48s0QHJgmiNsth3WEO6U4M,,,,,,
Apologize,0.348,0.591,208106,0.718,1NrJYpdAi7uosDRPmSYrsG,0.000118,8,0.107,-6.025,,1,0.0368,117.995,4,https://api.spotify.com/v1/tracks/1NrJYpdAi7uosDRPmSYrsG,,0.468,,,1/1/07,,1NrJYpdAi7uosDRPmSYrsG,,,,,,
Don't Stop The Music,0.0336,0.835,267080,0.669,0ByMNEPAPpOR5H69DVrTNy,6.92E-05,6,0.0535,-5.582,,0,0.0643,122.668,4,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,,0.542,,,6/2/08,,0ByMNEPAPpOR5H69DVrTNy,,,,,,
See You Again,0.371,0.558,180386,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49E-06,6,0.109,-9.222,,1,0.0959,78.558,4,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,,0.62,,,7/21/17,,7KA4W4McWYRpgf0fWsJZWB,,,,,,
No One,0.03,0.649,253813,0.552,0JEqGkvUiMTQmFY6sgL9kg,6.47E-06,1,0.111,-5.419,,0,0.0292,89.969,4,https://api.spotify.com/v1/tracks/0JEqGkvUiMTQmFY6sgL9kg,,0.158,,,11/9/07,,0JEqGkvUiMTQmFY6sgL9kg,,,,,,
Our Song,0.114,0.543,201106,0.686,15DeqWWQB4dcEWzJg15VrN,0,2,0.335,-4.751,,1,0.0357,177.874,4,https://api.spotify.com/v1/tracks/15DeqWWQB4dcEWzJg15VrN,,0.555,,,10/24/06,,15DeqWWQB4dcEWzJg15VrN,,,,,,
Bubbly,0.594,0.664,196280,0.491,0rFOs9paloAvEtzwDX1Kmc,0,9,0.11,-6.544,,1,0.042,127.97,4,https://api.spotify.com/v1/tracks/0rFOs9paloAvEtzwDX1Kmc,,0.24,,,1/1/07,,0rFOs9paloAvEtzwDX1Kmc,,,,,,
Paralyzer,0.169,0.645,208106,0.941,28IEbk5a7twNTbUEvWslUb,0,4,0.251,-3.425,,0,0.0448,106.015,4,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,,0.881,,,1/1/07,,28IEbk5a7twNTbUEvWslUb,,,,,,
Miss Independent,0.522,0.673,232000,0.683,34ceTg8ChN5HjrqiIYCn9Q,0,1,0.235,-5.693,,1,0.115,171.86,4,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,,0.713,,,1/1/08,,34ceTg8ChN5HjrqiIYCn9Q,,,,,,
Teardrops On My Guitar - Radio Single Remix,0.303,0.617,203040,0.422,7zMcNqs55Mxer82bvZFkpg,0,10,0.123,-6.794,,1,0.0239,99.966,4,https://api.spotify.com/v1/tracks/7zMcNqs55Mxer82bvZFkpg,,0.264,,,10/24/06,,7zMcNqs55Mxer82bvZFkpg,,,,,,
Superstar (feat. Matthew Santos),0.207,0.572,289000,0.822,7dltD9eEX7X1zk8JJ9BS0e,0,11,0.359,-6.015,,0,0.361,94.812,4,https://api.spotify.com/v1/tracks/7dltD9eEX7X1zk8JJ9BS0e,,0.472,,,1/1/07,,7dltD9eEX7X1zk8JJ9BS0e,,,,,,
Tattoo,0.431,0.566,233466,0.766,3Ui2jdyxbZQrZohfM0NOgG,0,2,0.101,-5.036,,1,0.0399,168.005,4,https://api.spotify.com/v1/tracks/3Ui2jdyxbZQrZohfM0NOgG,,0.547,,,10/29/07,,3Ui2jdyxbZQrZohfM0NOgG,,,,,,
Like You'll Never See Me Again,0.164,0.548,315360,0.658,0NWJPV3utX0J4tfwzyotNB,0.000132,7,0.109,-8.063,,1,0.0314,127.892,4,https://api.spotify.com/v1/tracks/0NWJPV3utX0J4tfwzyotNB,,0.276,,,11/9/07,,0NWJPV3utX0J4tfwzyotNB,,,,,,
Suffocate - Superclean,0.64,0.458,220053,0.445,3nJjIYchBNkYm7B8XfJf5N,0,9,0.118,-8.391,,0,0.361,82.82,5,https://api.spotify.com/v1/tracks/3nJjIYchBNkYm7B8XfJf5N,,0.447,,,1/1/07,,3nJjIYchBNkYm7B8XfJf5N,,,,,,
I'll Take You There,0.097,0.844,196826,0.597,5YLnfy7R2kueN0BRPkjiEG,0,0,0.0777,-8.618,,1,0.0482,101.674,4,https://api.spotify.com/v1/tracks/5YLnfy7R2kueN0BRPkjiEG,,0.795,,,1/1/07,,5YLnfy7R2kueN0BRPkjiEG,,,,,,
Crying Out For Me - Radio Edit,0.203,0.546,261560,0.714,4FyKC8jzFgZ1CoJ9xMto2O,0,1,0.353,-6.869,,1,0.0802,130.244,4,https://api.spotify.com/v1/tracks/4FyKC8jzFgZ1CoJ9xMto2O,,0.528,,,10/2/07,,4FyKC8jzFgZ1CoJ9xMto2O,,,,,,
Nude,0.833,0.537,255386,0.342,5k7VKj1Xwy5DjO4B0PdAOb,0.6,4,0.0856,-9.785,,1,0.0338,128.331,3,https://api.spotify.com/v1/tracks/5k7VKj1Xwy5DjO4B0PdAOb,,0.156,,,12/28/07,,5k7VKj1Xwy5DjO4B0PdAOb,,,,,,
Shadow Of The Day,0.00479,0.534,290360,0.393,0OYcEfskah1egYHjYRvbg1,0.0107,11,0.107,-7.813,,1,0.0292,110.007,4,https://api.spotify.com/v1/tracks/0OYcEfskah1egYHjYRvbg1,,0.0641,,,5/14/07,,0OYcEfskah1egYHjYRvbg1,,,,,,
Clumsy,0.196,0.728,240426,0.582,50xeLNGKmskmYUSINhqvfa,0.000632,2,0.304,-4.141,,1,0.158,184.045,4,https://api.spotify.com/v1/tracks/50xeLNGKmskmYUSINhqvfa,,0.417,,,1/1/06,,50xeLNGKmskmYUSINhqvfa,,,,,,
Sweetest Girl (Dollar Bill),0.0772,0.733,241133,0.744,4liGjmhCupa7RP9JaQELYx,0,1,0.341,-3.51,,1,0.0553,92.515,4,https://api.spotify.com/v1/tracks/4liGjmhCupa7RP9JaQELYx,,0.529,,,8/14/07,,4liGjmhCupa7RP9JaQELYx,,,,,,
Big Girls Don't Cry (Personal),0.239,0.712,268120,0.647,3Q4WeJmzxuDpzMu9QjQqbM,0,7,0.0955,-4.277,,1,0.0336,113.116,4,https://api.spotify.com/v1/tracks/3Q4WeJmzxuDpzMu9QjQqbM,,0.292,,,1/1/06,,3Q4WeJmzxuDpzMu9QjQqbM,,,,,,
Just Fine,0.0334,0.924,242133,0.771,33vzOPcd9FRirYGlCu32x4,0.00011,11,0.119,-3.552,,0,0.0561,123.018,4,https://api.spotify.com/v1/tracks/33vzOPcd9FRirYGlCu32x4,,0.627,,,1/1/07,,33vzOPcd9FRirYGlCu32x4,,,,,,
Can't Help But Wait,0.358,0.699,206413,0.699,5k3VjTwIsOjQ2woGz3Yx71,0,8,0.0912,-5.564,,0,0.0737,94.977,4,https://api.spotify.com/v1/tracks/5k3VjTwIsOjQ2woGz3Yx71,,0.611,,,10/1/07,,5k3VjTwIsOjQ2woGz3Yx71,,,,,,
Hate That I Love You,0.323,0.637,218946,0.73,7iu0WYLdo4yksKf3seaxzI,0,5,0.0981,-5.38,,0,0.0874,93.867,4,https://api.spotify.com/v1/tracks/7iu0WYLdo4yksKf3seaxzI,,0.732,,,6/2/08,,7iu0WYLdo4yksKf3seaxzI,,,,,,
Into the Night (feat. Chad Kroeger),0.0137,0.595,222440,0.844,5Hv1QAbRWrUSUHaT0CmnMS,0,7,0.234,-4.678,,1,0.0331,127.981,4,https://api.spotify.com/v1/tracks/5Hv1QAbRWrUSUHaT0CmnMS,,0.603,,,9/25/07,,5Hv1QAbRWrUSUHaT0CmnMS,,,,,,
"Ready, Set, Don't Go",0.35,0.477,228453,0.72,4SSUj4OC7giqpMNCqSQSCf,0,2,0.158,-5.341,,1,0.0379,76.91,4,https://api.spotify.com/v1/tracks/4SSUj4OC7giqpMNCqSQSCf,,0.424,,,10/9/07,,4SSUj4OC7giqpMNCqSQSCf,,,,,,
Crank That (Soulja Boy),0.511,0.732,221933,0.724,66TRwr5uJwPt15mfFkzhbi,0,0,0.0491,-2.104,,1,0.101,140.13,4,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,,0.808,,,1/1/07,,66TRwr5uJwPt15mfFkzhbi,,,,,,
Cyclone,0.0102,0.641,222026,0.72,27mhCGdAA8gM7b33KIiB3k,0,11,0.154,-4.326,,1,0.0552,77.969,4,https://api.spotify.com/v1/tracks/27mhCGdAA8gM7b33KIiB3k,,0.578,,,4/5/07,,27mhCGdAA8gM7b33KIiB3k,,,,,,
The Way I Are,0.189,0.734,179120,0.808,2bLqfJjuC5syrsgDsZfGmn,0.699,3,0.315,-6.448,,0,0.106,114.764,4,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,,0.805,,,1/1/07,,2bLqfJjuC5syrsgDsZfGmn,,,,,,
Misery Business,0.00272,0.517,211520,0.906,6SpLc7EXZIPpy0sVko0aoU,9.26E-06,1,0.113,-3.677,,1,0.0735,172.977,4,https://api.spotify.com/v1/tracks/6SpLc7EXZIPpy0sVko0aoU,,0.731,,,6/11/07,,6SpLc7EXZIPpy0sVko0aoU,,,,,,
Who Knew,0.00559,0.691,208493,0.749,7FpoD2ZlcBSj05rEHSZoiB,0,9,0.0762,-4.567,,1,0.0274,140.014,4,https://api.spotify.com/v1/tracks/7FpoD2ZlcBSj05rEHSZoiB,,0.473,,,3/31/06,,7FpoD2ZlcBSj05rEHSZoiB,,,,,,
How Far We've Come,0.00452,0.566,212253,0.906,0gbLfFlEyVHiKzlZIb0gce,0,0,0.21,-5.092,,1,0.0642,83,4,https://api.spotify.com/v1/tracks/0gbLfFlEyVHiKzlZIb0gce,,0.787,,,10/2/07,,0gbLfFlEyVHiKzlZIb0gce,,,,,,
I Don't Wanna Be In Love (Dance Floor Anthem),0.0226,0.64,244000,0.884,6BLLQndvA0rLbLcIZmuuEJ,0,6,0.187,-2.609,,1,0.0428,124.968,4,https://api.spotify.com/v1/tracks/6BLLQndvA0rLbLcIZmuuEJ,,0.573,,,5/20/08,,6BLLQndvA0rLbLcIZmuuEJ,,,,,,
Stronger,0.00728,0.625,311866,0.726,6C7RJEIUDqKkJRZVWdkfkH,0,10,0.318,-7.731,,0,0.155,103.98,4,https://api.spotify.com/v1/tracks/6C7RJEIUDqKkJRZVWdkfkH,,0.483,,,1/1/07,,6C7RJEIUDqKkJRZVWdkfkH,,,,,,
Until The End Of Time (with Beyoncé),0.272,0.56,322093,0.372,2wZTnl0pPFr3HBcyXfOaVJ,0,2,0.196,-6.58,,1,0.0446,119.189,4,https://api.spotify.com/v1/tracks/2wZTnl0pPFr3HBcyXfOaVJ,,0.473,,,9/13/06,,2wZTnl0pPFr3HBcyXfOaVJ,,,,,,
Hey There Delilah,0.872,0.657,232533,0.291,4RCWB3V8V0dignt99LZ8vH,0,2,0.114,-10.572,,1,0.0293,103.973,4,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,,0.298,,,1/1/05,,4RCWB3V8V0dignt99LZ8vH,,,,,,
Let It Go,0.818,0.546,260533,0.311,13HVjjWUZFaWilh2QUJKsP,1.65E-05,1,0.107,-10.396,,1,0.0288,147.464,4,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,,0.246,,,12/15/14,,13HVjjWUZFaWilh2QUJKsP,,,,,,
Umbrella,0.00864,0.583,275986,0.829,49FYlytm3dAAraYgpoJZux,0,1,0.0426,-4.603,,1,0.134,174.028,4,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,,0.575,,,6/2/08,,49FYlytm3dAAraYgpoJZux,,,,,,
Before He Cheats,0.271,0.519,199946,0.749,0ZUo4YjG4saFnEJhdWp9Bt,0,6,0.119,-3.318,,0,0.0405,147.905,4,https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt,,0.29,,,11/14/05,,0ZUo4YjG4saFnEJhdWp9Bt,,,,,,
Buy U a Drank (Shawty Snappin'),0.0108,0.451,227960,0.55,2aIdVb8v9KTpEZnftkz2mD,0,1,0.0737,-8.137,,1,0.262,80.001,4,https://api.spotify.com/v1/tracks/2aIdVb8v9KTpEZnftkz2mD,,0.594,,,6/5/07,,2aIdVb8v9KTpEZnftkz2mD,,,,,,
Wait for You,0.25,0.764,261320,0.487,0U969xYNlAyfzi8P1TaO7u,0,0,0.184,-6.734,,1,0.0281,116.027,4,https://api.spotify.com/v1/tracks/0U969xYNlAyfzi8P1TaO7u,,0.352,,,3/23/07,,0U969xYNlAyfzi8P1TaO7u,,,,,,
The Great Escape,0.00166,0.423,206520,0.94,6GIrIt2M39wEGwjCQjGChX,0,1,0.178,-4.012,,0,0.0635,149.934,4,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,,0.505,,,8/31/07,,6GIrIt2M39wEGwjCQjGChX,,,,,,
Bartender,0.0611,0.675,238800,0.394,5kxddRG1RZaZROadk7iC4D,0,8,0.214,-8.539,,1,0.133,104.987,4,https://api.spotify.com/v1/tracks/5kxddRG1RZaZROadk7iC4D,,0.405,,,6/5/07,,5kxddRG1RZaZROadk7iC4D,,,,,,
Beautiful Girls,0.15,0.762,225373,0.661,1hGy2eLcmC8eKx7qr1tOqx,0,1,0.256,-6.075,,0,0.0687,130.009,4,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,,0.769,,,7/23/07,,1hGy2eLcmC8eKx7qr1tOqx,,,,,,
Buy U a Drank (Shawty Snappin'),0.0108,0.451,227960,0.55,2aIdVb8v9KTpEZnftkz2mD,0,1,0.0737,-8.137,,1,0.262,80.001,4,https://api.spotify.com/v1/tracks/2aIdVb8v9KTpEZnftkz2mD,,0.594,,,6/5/07,,2aIdVb8v9KTpEZnftkz2mD,,,,,,
Thnks fr th Mmrs,0.00539,0.459,203506,0.884,3Zwu2K0Qa5sT6teCCHPShP,0,10,0.107,-5.005,,0,0.0644,154.868,4,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,,0.615,,,1/1/07,,3Zwu2K0Qa5sT6teCCHPShP,,,,,,
Make Me Better,0.291,0.605,253573,0.614,0YkJU6TjjwzsVXUPRIO0DB,0,11,0.209,-6.745,,1,0.0967,86.491,4,https://api.spotify.com/v1/tracks/0YkJU6TjjwzsVXUPRIO0DB,,0.573,,,1/1/07,,0YkJU6TjjwzsVXUPRIO0DB,,,,,,
Makes Me Wonder,0.00546,0.806,211080,0.867,1lHXlGlve5Zx8tXLhyjDwM,0.000201,4,0.0568,-2.425,,0,0.0357,113.993,4,https://api.spotify.com/v1/tracks/1lHXlGlve5Zx8tXLhyjDwM,,0.895,,,1/1/07,,1lHXlGlve5Zx8tXLhyjDwM,,,,,,
Party Like A Rock Star,0.00556,0.617,253000,0.689,5kGCh49aqeRMkEOhQ9mcrW,0,7,0.451,-4.988,,1,0.0412,145.053,4,https://api.spotify.com/v1/tracks/5kGCh49aqeRMkEOhQ9mcrW,,0.642,,,1/1/07,,5kGCh49aqeRMkEOhQ9mcrW,,,,,,
The Sweet Escape,0.218,0.755,246466,0.765,66ZcOcouenzZEnzTJvoFmH,0,1,0.162,-3.475,,1,0.0356,119.954,4,https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH,,0.737,,,1/1/06,,66ZcOcouenzZEnzTJvoFmH,,,,,,
Sexy Lady,0.227,0.774,234840,0.552,2ovm5VZJ36s3HKF8nkcIZI,0,8,0.206,-6.054,,1,0.0503,127.176,4,https://api.spotify.com/v1/tracks/2ovm5VZJ36s3HKF8nkcIZI,,0.503,,,2006,,2ovm5VZJ36s3HKF8nkcIZI,,,,,,
What I've Done,0.0141,0.623,205613,0.93,18lR4BzEs7e3qzc0KVkTpU,1.64E-06,5,0.138,-5.285,,1,0.0324,120.119,4,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,,0.287,,,5/14/07,,18lR4BzEs7e3qzc0KVkTpU,,,,,,
When I See U,0.457,0.569,217346,0.596,4iuNZTcvT9diFySSzVsnVS,8.99E-05,8,0.205,-6.486,,1,0.171,93.134,4,https://api.spotify.com/v1/tracks/4iuNZTcvT9diFySSzVsnVS,,0.757,,,12/9/06,,4iuNZTcvT9diFySSzVsnVS,,,,,,
Get It Shawty - Main,0.133,0.825,208500,0.909,2a03afRiyAbNAleOByVju4,0,5,0.0508,-4.009,,0,0.267,128.003,4,https://api.spotify.com/v1/tracks/2a03afRiyAbNAleOByVju4,,0.625,,,1/1/07,,2a03afRiyAbNAleOByVju4,,,,,,
Bad Girlfriend,0.00298,0.504,205626,0.957,5m7on0zpnmeAXy72ANrmfU,0,0,0.187,-2.657,,1,0.0529,135.013,4,https://api.spotify.com/v1/tracks/5m7on0zpnmeAXy72ANrmfU,,0.676,,,4/1/08,,5m7on0zpnmeAXy72ANrmfU,,,,,,
U + Ur Hand,0.00125,0.706,214386,0.889,6cSQSGa2tFufkTdlKs2TKN,0,0,0.033,-3.692,,1,0.0556,141.025,4,https://api.spotify.com/v1/tracks/6cSQSGa2tFufkTdlKs2TKN,,0.882,,,3/31/06,,6cSQSGa2tFufkTdlKs2TKN,,,,,,
Lost In This Moment,0.32,0.599,210842,0.574,6WacAQkSA7QkEPnxse7WWw,0,11,0.226,-7.363,,1,0.0434,147.751,4,https://api.spotify.com/v1/tracks/6WacAQkSA7QkEPnxse7WWw,,0.677,,,6/5/07,,6WacAQkSA7QkEPnxse7WWw,,,,,,
