row,id,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href
1390,,Locket,0.174,0.544,181400,0.427,0.0248,A,0.133,-8.33,Minor,0.0298,139.939,4,0.189,
1391,,Apathy,0.0059,0.379,325500,0.674,1.04E-05,G#,0.0957,-5.762,Minor,0.0305,99.797,3,0.0647,
1392,,It All Feels Right,0.000304,0.316,245880,0.748,0.0139,D,0.608,-8.187,Major,0.0413,79.337,4,0.239,
1393,,Last Chance to Dance,0.29,0.857,222573,0.484,3.04E-06,A#,0.112,-6.232,Minor,0.148,107.434,4,0.729,
1394,,The Righteous One,0.00412,0.389,215560,0.884,0.172,A,0.31,-4.602,Major,0.0741,128.604,4,0.399,
1395,,The New International Sound,0.00492,0.519,282659,0.793,0.93,A#,0.235,-9.83,Minor,0.0777,164.032,4,0.222,
1396,,Like Lust,0.384,0.478,281774,0.6,0.808,F,0.0987,-11.025,Minor,0.0356,143.98,4,0.0635,
1397,,Rhythm of Devotion,0.00978,0.706,362413,0.643,0.00955,D,0.103,-9.357,Minor,0.0859,160.026,4,0.808,
1398,,Zion Gate Dub,0.0621,0.736,190440,0.539,0.0312,C#,0.12,-8.316,Major,0.0936,147.73,4,0.761,
1399,,Enjoy The Silence - Remastered Version Original,0.081,0.651,253587,0.77,6.54E-05,C,0.114,-8.08,Minor,0.0274,112.923,4,0.738,
1400,,Fried Neck Bones And Some Home Fries - Dan The Automator Remix,0.0269,0.869,270520,0.658,0.299,G#,0.115,-5.025,Major,0.036,109.998,4,0.244,
1401,,Archangel,0.428,0.624,238427,0.852,0.656,C#,0.114,-10.184,Major,0.153,135.223,4,0.517,
1402,,"Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly)",0.699,0.386,328966,0.509,0.872,D,0.131,-12.745,Minor,0.034,129.982,4,0.254,
1403,,Skyscraper,0.22,0.234,207186,0.747,0.000176,B,0.157,-3.332,Minor,0.0577,81.805,4,0.365,
1404,,I Want You - Single Version,0.516,0.525,216520,0.797,5.00E-06,C#,0.152,-11.168,Minor,0.0656,100.518,4,0.769,
1405,,"The New International Sound, Pt. 2 (feat. M.I.A.)",0.00564,0.521,208613,0.888,0.0226,G#,0.0633,-5.197,Major,0.0357,81.971,4,0.264,
1406,,Suede (feat. Anderson Paak & Knxwledge),0.504,0.719,181459,0.697,0,D,0.295,-5.647,Major,0.31,117.123,4,0.668,
1407,,Bam Bam,0.825,0.722,196507,0.605,0.0178,F,0.248,-6.07,Major,0.153,165.998,4,0.69,
1408,,Alright,0.0453,0.806,218280,0.696,5.71E-06,B,0.0785,-5.109,Major,0.0502,127.023,4,0.131,
1409,,Rainy Streets,0.259,0.763,156484,0.491,0.902,A,0.14,-8.587,Minor,0.0316,93.024,4,0.475,
1410,,Hazelton Trump,0.00403,0.736,168451,0.68,5.49E-06,A,0.116,-6.438,Major,0.342,149.902,4,0.601,
1411,,Free Stress Test,0.0141,0.651,256667,0.824,6.02E-06,C,0.129,-9.368,Major,0.0617,141.226,4,0.731,
1412,,I'm Ya Dogg,0.127,0.479,278147,0.609,0,B,0.0815,-8.678,Minor,0.236,107.699,5,0.522,
1413,,Hot Dreams,0.379,0.535,293213,0.374,0.0464,A,0.0914,-8.83,Major,0.0317,121.93,3,0.339,
1414,,The Hills,0.0861,0.356,242253,0.567,0,C,0.137,-7.011,Minor,0.0798,135.553,5,0.116,
1415,,"When They Fight, They Fight",0.26,0.753,200213,0.9,0.000102,B,0.165,-1.866,Minor,0.0322,119.72,4,0.967,
1416,,The River,0.032,0.694,273949,0.789,0.00129,E,0.127,-5.201,Minor,0.0378,109.014,4,0.549,
1417,,Rill Rill,0.0356,0.483,229893,0.804,1.60E-06,G#,0.0736,-3.452,Major,0.0501,73.048,4,0.803,
1418,,Awake,0.0453,0.878,372096,0.43,0.751,B,0.101,-8.445,Minor,0.0658,119.999,4,0.138,
1419,,Johnny Was,0.19,0.703,228040,0.412,5.26E-06,F#,0.221,-9.827,Minor,0.0288,152.219,4,0.815,
1420,,Monster Mash,0.407,0.688,192040,0.488,0,B,0.43,-14.195,Minor,0.357,69.77,4,0.708,
1421,,Night on Bald Mountain,0.854,0.316,659560,0.308,0.888,D,0.585,-15.944,Major,0.0411,103.459,4,0.0933,
1422,,Feel The Volume,0.153,0.725,230400,0.918,0.0328,A#,0.113,-4.912,Minor,0.0676,125.009,4,0.191,
1423,,Water Me (feat. Leon Ware),0.321,0.749,308947,0.422,0.155,C#,0.11,-11.004,Minor,0.0733,98.82,4,0.587,
1424,,Kathy Lee,0.00079,0.771,248991,0.248,0.1,F,0.341,-20.815,Minor,0.0802,139.937,4,0.281,
1425,,Love Buzz,0.0259,0.69,225533,0.548,0.00243,A#,0.106,-9.587,Minor,0.352,121.509,4,0.693,
1426,,Beautiful Life (feat. Action Bronson & Joey Bada$$),0.058,0.648,201848,0.887,0,C#,0.0382,-4.536,Minor,0.188,102.128,4,0.464,
1427,,Auditorium,0.0498,0.403,274480,0.742,0,B,0.418,-5.889,Minor,0.338,90.336,4,0.734,
1428,,Disco Devil,0.0803,0.664,472013,0.727,0.000253,C,0.38,-8.738,Major,0.263,77.92,4,0.527,
1429,,Frontier Psychiatrist,0.118,0.704,288347,0.894,0.000115,F#,0.386,-7.415,Major,0.243,98.946,4,0.408,
1430,,Had Ten Dollaz,0.00189,0.554,252140,0.749,0.39,A#,0.124,-7.365,Major,0.0266,168.045,4,0.824,
1431,,Sometimes,0.0174,0.446,241800,0.752,0,F#,0.128,-6.088,Major,0.368,96.318,4,0.585,
1432,,VHS Sex,0.124,0.612,265133,0.628,0.85,C#,0.231,-7.82,Major,0.0447,172.176,4,0.373,
1433,,Ambling Alp,0.00838,0.587,235440,0.866,3.55E-05,A,0.15,-6.444,Major,0.0816,107.986,3,0.42,
1434,,All Day And All Of The Night,0.429,0.551,141493,0.952,0.000686,G,0.0721,-4.886,Major,0.0944,136.958,4,0.628,
1435,,Strychnine,0.419,0.331,133093,0.957,0,G,0.102,-6.101,Minor,0.0504,143.299,4,0.561,
1436,,Who Is He (And What Is He to You?),0.106,0.912,194040,0.317,0.000208,F#,0.0723,-12.719,Minor,0.0378,99.346,4,0.949,
1437,,Acamar,0.0211,0.697,236456,0.905,0.893,F#,0.119,-7.787,Minor,0.0339,119.977,4,0.311,
1438,,It Looks Like Love,0.00799,0.883,382015,0.333,0.804,F,0.257,-17.848,Minor,0.053,121.099,4,0.964,
1439,,Freak Connection - Edit,0.00236,0.733,232375,0.87,0.00102,C,0.327,-6.199,Major,0.0624,118.449,4,0.657,
1440,,"I'll Be Good - 12"" Mix",0.0602,0.803,446307,0.579,0.000627,A#,0.226,-11.156,Minor,0.059,108.567,4,0.726,
1441,,Here I Come (Broader Than Broadway),0.219,0.698,223191,0.515,0,E,0.124,-13.029,Major,0.0605,85.023,4,0.712,
1442,,Swords,0.0138,0.677,144280,0.905,0,F#,0.219,-4.597,Major,0.0721,89.988,4,0.742,
1443,,Hands On The Wheel,0.0169,0.648,197800,0.862,0,C#,0.0937,-4.527,Minor,0.0777,127.857,4,0.176,
1444,,Kush High,0.315,0.65,190734,0.448,0,F,0.0931,-9.979,Major,0.0947,85.045,4,0.193,
1445,,MÃŒÂ©tele,0.518,0.672,248372,0.527,0.26,A,0.0946,-12.702,Minor,0.111,87.996,4,0.356,
1446,,What I Might Do,0.0567,0.838,194828,0.537,0.799,G#,0.0991,-11.689,Major,0.116,121.986,4,0.357,
1447,,Atomic Bomb,0.0286,0.76,479547,0.391,0.00691,C#,0.0582,-8.73,Major,0.0353,116.873,4,0.965,
1448,,World Restart,0.00909,0.646,279200,0.621,0.000124,C,0.249,-11.358,Major,0.0747,90.986,4,0.408,
1449,,Swingin' Party,0.0445,0.808,237853,0.687,0.3,A,0.0933,-8.668,Major,0.0397,109.953,4,0.458,
1450,,Antidote,0.119,0.716,263817,0.647,1.38E-05,C#,0.121,-4.008,Major,0.0345,131.04,4,0.159,
1451,,Pieces,0.0111,0.846,233387,0.501,0.00257,B,0.0883,-6.076,Major,0.0334,118.001,4,0.825,
1452,,Zombie,0.388,0.704,745653,0.942,0.0147,D,0.302,-5.115,Minor,0.171,131.69,4,0.584,
1453,,Time-Out,2.84E-06,0.305,97560,0.827,0.00245,F,0.335,-5.789,Major,0.147,159.882,4,0.463,
1454,,Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,0.0115,0.82,349720,0.616,0.445,E,0.082,-8.427,Minor,0.0361,127.86,4,0.972,
1455,,I'm a Dildo,0.136,0.185,105858,0.89,0,D,0.777,-4.182,Major,0.0524,163.315,4,0.322,
1456,,Do It (High School Dropout),0.00328,0.562,238457,0.801,0,B,0.605,-3.069,Minor,0.267,169.988,4,0.634,
1457,,Cadillac Girl,0.376,0.565,217648,0.86,0.000121,B,0.119,-5.449,Major,0.0285,95.019,4,0.782,
1458,,Today,0.196,0.464,199053,0.772,0.0088,D,0.0716,-5.046,Minor,0.0397,107.651,4,0.627,
1459,,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",0.248,0.576,235187,0.602,0.000609,C,0.144,-6.591,Minor,0.315,141.345,4,0.57,
1460,,I Choose You,0.0686,0.388,220467,0.598,0,E,0.657,-9.485,Minor,0.0296,154.78,4,0.641,
1461,,The Way Youâ€°Ã›Âªd Love Her,0.602,0.637,156430,0.498,0.119,C#,0.305,-9.367,Major,0.0231,92.227,4,0.931,
1462,,Shooting Stars,0.0893,0.636,235813,0.72,0.0178,B,0.0868,-6.195,Major,0.0432,124.944,4,0.444,
1463,,Bloom - Lane 8 Remix,0.000141,0.688,324437,0.587,0.92,D,0.0421,-8.521,Major,0.046,125.012,4,0.757,
1464,,Pacifier,0.0469,0.766,237867,0.82,0,D,0.336,-5.851,Major,0.124,117.012,4,0.401,
1465,,Powerful,0.133,0.402,206920,0.794,0,B,0.133,-3.982,Minor,0.125,195.058,3,0.706,
1466,,Unbreakable,0.157,0.599,218342,0.524,0,C#,0.238,-8.036,Major,0.13,83.013,4,0.44,
1467,,It's Strange (feat. K.Flay),0.371,0.837,245581,0.492,0.0401,C,0.102,-7.792,Major,0.354,85.951,4,0.407,
1468,,Make Them Gold,0.0124,0.612,231765,0.858,0,G,0.0984,-5.437,Minor,0.0478,145.306,4,0.451,
1469,,Don't Mean A Thing,0.19,0.63,348742,0.671,0.753,F#,0.466,-7.727,Minor,0.0602,96.478,4,0.142,
1470,,White Lies - The Soundmen Remix,0.0953,0.614,237073,0.858,0.0559,F#,0.125,-7.068,Minor,0.097,164.025,4,0.477,
1471,,Sophia So Far,0.27,0.446,259765,0.89,0.661,G,0.451,-7.974,Major,0.0308,170.002,4,0.503,
1472,,Nimble Girl,0.0846,0.481,263187,0.851,0.907,G,0.178,-4.528,Major,0.127,174.144,4,0.852,
1473,,Grinder,0.00855,0.293,202160,0.792,0.0111,G,0.133,-3.747,Major,0.0363,161.933,4,0.696,
1474,,Choices (Yup),0.128,0.889,272720,0.597,0.0004,A,0.0924,-7.301,Minor,0.374,119.999,4,0.261,
1475,,Two Brothers,0.088,0.673,347613,0.857,0.0108,E,0.0754,-7.493,Minor,0.0422,109.99,4,0.457,
1476,,Walkabout (W/ Noah Lennox),0.0406,0.536,238893,0.922,8.92E-05,D,0.214,-6.247,Major,0.0667,121.977,4,0.368,
1477,,Ferus Gallery,0.0377,0.575,215973,0.691,0.563,F,0.0657,-7.595,Minor,0.0301,131.588,4,0.718,
1478,,Everybody Loves The Sunshine,0.021,0.571,237680,0.719,0,B,0.458,-7.206,Minor,0.0378,80.694,4,0.538,
1479,,Number One,0.0466,0.784,252663,0.803,1.57E-05,A,0.0773,-3.458,Minor,0.0597,111.044,4,0.79,
1480,,Sick Beat,0.16,0.746,179091,0.682,0,G,0.177,-6.353,Major,0.117,98.977,4,0.836,
1481,,She a Go (feat. Spinn & Taso),0.00266,0.444,217733,0.498,0.0299,D,0.135,-7.631,Major,0.199,119.914,4,0.294,
1482,,Lost You,0.0833,0.736,218312,0.882,0.000349,B,0.354,-4.285,Minor,0.0398,126.012,4,0.512,
1483,,Norf Norf,0.445,0.915,183159,0.54,3.63E-05,G,0.11,-6.578,Major,0.0661,100.039,4,0.113,
1484,,Eleven 11: / 11,0.304,0.75,229588,0.835,0,E,0.165,-7.882,Major,0.152,127.026,4,0.504,
1485,,Buffalo,0.109,0.632,197963,0.519,0,C#,0.122,-7.207,Major,0.0265,99.999,4,0.602,
1486,,Talk About,0.0152,0.814,234640,0.83,0.36,A#,0.0899,-5.766,Minor,0.0822,124.998,4,0.287,
1487,,Probably Nu It,0.273,0.893,142012,0.378,0,A,0.141,-7.324,Major,0.305,119.969,4,0.642,
1488,,Mamacita,0.0146,0.823,274320,0.768,1.03E-06,B,0.127,-6.21,Major,0.0819,115.021,4,0.207,
1489,,Star,0.0573,0.639,284080,0.749,0.0294,C#,0.153,-5.916,Minor,0.0468,84.452,4,0.553,
1490,,Gooey,0.726,0.49,289307,0.376,2.54E-05,B,0.0849,-13.463,Minor,0.0433,182.969,4,0.107,
1491,,Walk On By - Single Version,0.0487,0.289,273000,0.523,0.000293,F#,0.0561,-9.531,Major,0.0488,145.556,4,0.366,
1492,,Omen - Radio Edit,0.111,0.615,196817,0.781,0,F,0.373,-4.838,Minor,0.203,105.967,4,0.664,
1493,,Champagne Coast,0.0207,0.808,292373,0.41,0.364,A,0.0769,-12.428,Major,0.0658,122.663,4,0.752,
1494,,Running Back To You,0.102,0.775,423747,0.528,0.582,A,0.233,-7.756,Major,0.0441,94.967,4,0.961,
1495,,BKNY,0.00757,0.393,261187,0.838,0.145,A,0.223,-3.815,Major,0.0985,142.019,4,0.474,
1496,,Pains,0.01,0.449,191425,0.416,0.122,C,0.0778,-5.571,Major,0.0608,140.804,3,0.118,
1497,,Night Drive,2.24E-05,0.595,224094,0.549,0.835,E,0.274,-10.41,Minor,0.0339,122.199,4,0.131,
1498,,"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176675,0.62,0,D,0.342,-7.533,Major,0.0434,81.998,4,0.904,
1499,,Indian Food,0.765,0.561,213786,0.896,0.685,D,0.124,-4.903,Major,0.0528,86.808,4,0.654,
1500,,Childs Play (feat. Chance the Rapper),0.775,0.758,216234,0.343,0,C#,0.11,-9.044,Minor,0.0402,99.995,4,0.218,
1501,,Lets Start the Dance,0.000429,0.782,351707,0.938,0.121,A#,0.118,-8.692,Minor,0.05,118.086,4,0.872,
1502,,Rollerskate,0.323,0.839,369067,0.48,0.0505,F#,0.0758,-12.223,Major,0.113,120.973,4,0.45,
1503,,Outro,0.0301,0.226,247027,0.261,0.0677,D,0.0628,-11.276,Major,0.0339,108.915,4,0.0795,
1504,,Grindinâ€°Ã›Âª My Whole Life,0.268,0.763,322093,0.623,4.37E-06,D,0.0768,-6.128,Major,0.179,115.032,4,0.369,
1505,,Slyd,0.0626,0.858,254920,0.717,0.243,C,0.216,-8.734,Major,0.0995,120.004,4,0.593,
1506,,The Moment,0.000239,0.329,255413,0.814,0.0944,G,0.0936,-6.005,Major,0.0674,120.462,4,0.403,
1507,,R.I.C.O. (feat. Drake),0.317,0.727,197133,0.599,0,C#,0.219,-6.941,Major,0.327,167.909,3,0.381,
1508,,Black And White,0.00605,0.318,182987,0.975,0.832,A,0.345,-4.211,Major,0.0916,174.205,4,0.683,
1509,,Never Never Gonna Give Ya Up,0.0818,0.61,290667,0.791,0,D,0.0847,-10.918,Minor,0.101,85.338,4,0.938,
1510,,Wait & See,0.0021,0.646,219754,0.892,0.00626,A#,0.117,-5.015,Major,0.0331,119.998,4,0.935,
1511,,Wait for a Minute,0.016,0.79,233813,0.616,0.13,C,0.136,-7.081,Major,0.0388,111.038,4,0.373,
1512,,5ft7,0.0385,0.484,205500,0.492,0.66,G,0.111,-9.297,Major,0.0326,76.467,4,0.193,
1513,,200 Press,0.304,0.785,373243,0.573,0.403,F,0.0824,-9.082,Minor,0.0416,126.465,4,0.626,
1514,,Huarache Lights,0.113,0.715,329169,0.64,0.0418,D,0.0848,-7.168,Major,0.0317,113.507,4,0.398,
1515,,Leave House,0.0414,0.811,312360,0.635,0.142,G,0.204,-8.394,Major,0.0971,137.595,4,0.752,
1516,,"Sweet Power, Your Embrace",0.704,0.597,318261,0.721,0.0119,C,0.188,-9.433,Major,0.0377,110.761,4,0.854,
1517,,Hunger Of The Pine,0.785,0.6,299711,0.413,0.0289,G,0.109,-9.572,Major,0.0258,93.618,4,0.0768,
1518,,Money Money,0.629,0.811,141000,0.461,1.40E-05,A,0.0767,-10.829,Major,0.264,75.286,4,0.72,
1519,,Symptom - Original Mix,0.0167,0.797,211882,0.961,0.919,A#,0.107,-8.083,Minor,0.0677,128.015,4,0.355,
1520,,I'll Do a Little Bit More,0.391,0.799,157068,0.657,3.16E-06,D#,0.0763,-5.293,Major,0.0377,141.655,4,0.956,
1521,,Who Is He And What Is He To You,0.0301,0.769,703107,0.514,0.016,A,0.0394,-14.157,Major,0.052,119.674,4,0.719,
1522,,Bustin' Loose,0.27,0.865,462467,0.896,0.0488,D#,0.0676,-7.031,Minor,0.0623,111.457,4,0.939,
1523,,I Wish,0.107,0.826,253747,0.751,7.71E-05,A#,0.0596,-9.621,Minor,0.0564,105.909,4,0.919,
1524,,Baby,0.96,0.508,250533,0.325,0.00259,D,0.188,-11.627,Major,0.037,92.187,4,0.271,
1525,,More Bounce To The Ounce,0.124,0.85,311120,0.818,0.00135,C,0.349,-8.623,Major,0.0904,105.266,4,0.845,
1526,,Outlaw,0.0245,0.819,302000,0.684,0.358,D,0.115,-6.97,Major,0.0599,130.268,4,0.84,
1527,,Walking Into Sunshine,0.0194,0.896,474040,0.482,0.033,C,0.0273,-8.35,Major,0.127,112,4,0.847,
1528,,Pyramids,0.0129,0.401,592920,0.661,7.72E-05,F,0.791,-6.111,Minor,0.0462,107.998,4,0.173,
1529,,Lazuli,0.0106,0.346,301867,0.808,0.685,B,0.247,-5.791,Minor,0.0302,219.331,4,0.711,
1530,,Oblivion,0.115,0.697,251267,0.529,0.901,D,0.0895,-8.838,Major,0.0338,155.974,4,0.483,
1531,,Obedear,0.195,0.605,209573,0.732,0.0135,F#,0.246,-5.643,Minor,0.15,195.978,4,0.136,
1532,,Flutes,0.034,0.691,425320,0.71,0.00225,A#,0.0903,-6.351,Minor,0.0322,118.006,4,0.334,
1533,,Club Rez,0.0079,0.428,316444,0.74,0.935,C,0.0985,-10.026,Major,0.0588,134.981,4,0.0576,
1534,,Cry Like A Ghost,0.00525,0.555,263213,0.612,0,E,0.346,-7.841,Minor,0.0353,100.036,4,0.319,
1535,,Chained,0.482,0.732,167547,0.468,0.809,A,0.371,-13.662,Minor,0.0409,118.994,4,0.191,
1536,,Disparate Youth,0.0124,0.633,284925,0.926,0.689,C#,0.156,-4.056,Major,0.0404,152.032,4,0.512,
1537,,Cheap Beer,0.000199,0.284,141813,0.961,0,A,0.365,-3.993,Major,0.0567,186.287,4,0.199,
1538,,Swimming Pools (Drank) - Extended Version,0.119,0.68,313787,0.489,2.86E-05,B,0.606,-7.837,Minor,0.432,74.04,4,0.261,
1539,,Origins,0.0463,0.578,208139,0.825,0.0201,F,0.162,-4.659,Minor,0.0284,113.907,4,0.959,
1540,,Affection,0.0602,0.658,156707,0.835,0.00781,E,0.14,-7.165,Minor,0.0501,124.654,4,0.568,
1541,,Comeback Kid,0.00914,0.385,180493,0.902,0.522,G,0.317,-5.464,Major,0.098,159.939,4,0.52,
1542,,Losing You,0.0555,0.735,260400,0.798,0.0627,C,0.161,-6.175,Major,0.127,113.997,4,0.469,
1543,,Grown Up,0.132,0.635,139931,0.766,0,B,0.122,-6.449,Major,0.26,93.603,4,0.675,
1544,,"It's Not My Fault, I'm Happy",0.0101,0.569,305680,0.857,0.0145,G,0.141,-5.571,Major,0.0337,104.981,4,0.291,
1545,,How Deep Is Your Love?,0.000613,0.469,387640,0.823,0.000829,A,0.185,-3.948,Minor,0.0583,122.316,4,0.138,
1546,,Are you... Can you... Were you? (Felt),0.0571,0.502,287827,0.632,0.054,E,0.226,-9.971,Minor,0.271,82.738,4,0.207,
1547,,Second Song,0.0212,0.597,260467,0.798,0.473,F,0.143,-5.307,Major,0.0367,99.999,4,0.383,
1548,,Mornin',0.459,0.673,132049,0.764,0.000237,B,0.0955,-5.482,Major,0.401,182.13,4,0.551,
1549,,Before,0.198,0.507,286413,0.739,0.865,D,0.185,-9.728,Major,0.04,87.569,4,0.17,
1550,,Midnight City,0.0198,0.517,245013,0.491,1.31E-06,B,0.0786,-13.742,Minor,0.0341,104.996,4,0.331,
1551,,Lonely Boy,0.00417,0.356,193653,0.872,0.00975,D,0.0997,-7.837,Major,0.068,166.3,4,0.592,
1552,,Caffeinated Consciousness,0.00529,0.563,200600,0.924,0.883,A#,0.145,-3.909,Minor,0.0511,94.057,4,0.6,
1553,,Wild Window,0.0039,0.567,176893,0.876,0,A,0.531,-4.573,Minor,0.0376,114.902,4,0.697,
1554,,Polish Girl,0.00501,0.633,264000,0.884,1.93E-05,A,0.134,-4.158,Minor,0.0369,111.98,4,0.455,
1555,,Calgary,0.929,0.445,250200,0.461,0.167,B,0.623,-11.488,Major,0.0379,119.951,4,0.091,
1556,,Civilization,0.00145,0.575,250826,0.625,0,A,0.0817,-5.296,Minor,0.0345,111.984,4,0.295,
1557,,Headlines,0.369,0.662,236733,0.571,0.000197,F#,0.0908,-7.382,Minor,0.106,152.009,4,0.442,
1558,,Michael Jackson,0.00096,0.573,256800,0.946,0.00191,G,0.115,-5.065,Major,0.377,151.817,4,0.769,
1559,,Need You Now,0.0244,0.605,369387,0.755,0.586,C#,0.0937,-5.169,Major,0.0358,122.3,4,0.367,
1560,,Abducted,0.00632,0.374,172960,0.937,0.0207,A,0.186,-3.882,Major,0.082,149.812,4,0.337,
1561,,Gucci Gucci,0.158,0.714,187293,0.924,1.29E-05,A#,0.91,-2.91,Minor,0.0662,77.516,4,0.897,
1562,,Eyes Be Closed,0.00441,0.207,287667,0.878,0.421,E,0.341,-7.212,Major,0.0449,89.969,4,0.135,
1563,,Echoes,0.0729,0.589,248200,0.938,0.942,D,0.166,-10.475,Minor,0.0567,120.007,4,0.556,
1564,,The Daily Mail,0.652,0.36,217798,0.362,0.000128,A#,0.107,-7.102,Major,0.0385,116.846,4,0.144,
1565,,Civilization,0.00091,0.516,251011,0.66,0,A,0.0663,-5.002,Minor,0.0489,112.065,4,0.238,
1566,,Punch Drunk Love,0.126,0.579,212227,0.767,3.28E-05,A,0.384,-3.713,Major,0.078,144.001,4,0.67,
1567,,Principles,0.0184,0.845,415371,0.59,0.00581,C,0.084,-8.225,Major,0.0538,126.024,4,0.346,
1568,,Slow Peels,0.0914,0.568,277335,0.662,0.459,G#,0.317,-10.651,Minor,0.257,173.937,4,0.452,
1569,,Dead Wrong,0.154,0.716,208027,0.724,0.000309,A,0.224,-8.06,Major,0.24,137.131,4,0.698,
1570,,Do It Roger,0.386,0.791,317467,0.729,0.0126,B,0.0771,-9.856,Minor,0.054,108.274,4,0.717,
1571,,Pharaohs (feat. Roses Gabor),0.00983,0.795,218147,0.578,0.743,F,0.115,-8.507,Minor,0.0569,127.014,4,0.639,
1572,,No Fun,0.00215,0.584,318373,0.761,0.0217,A,0.0989,-5.056,Major,0.0287,122.494,4,0.722,
1573,,Computer Love,0.676,0.679,282308,0.709,0,G,0.292,-5.851,Minor,0.133,84.543,4,0.677,
1574,,Dutchie Courage,0.0693,0.646,180036,0.947,0,C#,0.283,-2.762,Major,0.119,164.111,4,0.957,
1575,,Osaka Loop Line,0.0961,0.704,241733,0.49,0.000114,A,0.157,-6.667,Major,0.339,155.909,4,0.646,
1576,,White Horse,0.00254,0.812,237320,0.554,0.698,G,0.0558,-10.978,Major,0.0567,123.289,4,0.786,
1577,,Abataka - Original Mix,0.394,0.76,520133,0.971,0.775,F,0.138,-4.582,Minor,0.0549,125.439,4,0.992,
1578,,Danger! High Voltage (Soulchild Radio Mix),2.15E-05,0.657,214600,0.699,0.153,B,0.0525,-4.718,Minor,0.0297,123.017,4,0.531,
1579,,Say Please,0.185,0.731,207496,0.812,0.154,F,0.131,-6.691,Major,0.0608,91.96,4,0.861,
1580,,You Don't Love Me (No No No),0.00649,0.805,213280,0.596,0.00772,G,0.299,-6.007,Major,0.119,81.004,4,0.753,
1581,,The Yes Strut,0.00947,0.718,171933,0.844,0.711,G#,0.122,-8.045,Major,0.0581,94.988,4,0.54,
1582,,86 Carrot Gold,0.0507,0.597,183798,0.746,0.000198,B,0.493,-7.991,Minor,0.542,172.215,4,0.891,
1583,,Close to Me,0.738,0.698,101039,0.923,8.21E-06,C#,0.296,-5.382,Minor,0.316,95.009,4,0.779,
1584,,How Do You See Me Now,0.000419,0.823,259680,0.811,0.0745,C#,0.176,-6.158,Major,0.0661,104.63,4,0.718,
1585,,See Me Now,0.00176,0.819,231747,0.777,0.0931,G#,0.0627,-7.734,Minor,0.0614,104.651,4,0.769,
1586,,Every Freakin' - DJ Ayres remix,0.02,0.671,200754,0.781,0,D,0.0718,-5.363,Major,0.311,134.02,4,0.684,
1587,,Dance Our Way,0.00402,0.872,198101,0.565,0.237,G,0.0947,-10.236,Major,0.0708,125.992,4,0.885,
1588,,Flashing Lights,0.00241,0.85,205663,0.664,0.0672,C,0.192,-9.141,Major,0.105,126.018,4,0.584,
1589,,The Daily Mail,0.652,0.36,217798,0.362,0.000128,A#,0.107,-7.102,Major,0.0385,116.845,4,0.144,
1590,,Bizness,0.196,0.76,263733,0.76,0.00185,A#,0.113,-5.964,Minor,0.0509,111.01,4,0.616,
1591,,Long Heels Red Bottoms,0.0305,0.874,217783,0.492,0,D,0.117,-4.898,Major,0.328,64.992,4,0.644,
1592,,I Wanna Be Your Dog,0.0229,0.527,188560,0.871,0.155,E,0.419,-8.708,Major,0.0354,120.722,4,0.12,
1593,,Jealousy,0.000963,0.767,317320,0.712,0.00275,F,0.243,-7.28,Major,0.0564,125.025,4,0.947,
1594,,Embody,0.233,0.328,225627,0.827,0.00517,F#,0.632,-2.545,Minor,0.252,103.127,4,0.709,
1595,,Love In Motion - feat. Mayer Hawthorne,0.0175,0.702,185840,0.773,0.00165,A,0.651,-3.741,Major,0.214,100.006,4,0.484,
1596,,Save the World,0.00314,0.654,410897,0.734,0.000249,C,0.0802,-6.216,Major,0.112,126.995,4,0.243,
1597,,Myth,0.0369,0.448,258653,0.733,0.0425,D#,0.169,-6.238,Major,0.0292,142.008,4,0.404,
1598,,Ready 2 Go,0.0152,0.542,265480,0.854,0,G#,0.0639,-5.041,Major,0.0445,128.041,4,0.262,
1599,,We Are Young - The Popopopops Remix,0.00206,0.469,235301,0.821,0.00914,D,0.258,-5.055,Minor,0.0397,173.964,4,0.226,
1600,,Bop Gun (One Nation) - Radio Edit,0.429,0.857,287200,0.889,5.21E-06,F#,0.143,-4.382,Major,0.0795,103.072,4,0.82,
1601,,La Funky,0.000407,0.796,279952,0.774,0.812,A,0.0784,-4.833,Minor,0.0509,124.989,4,0.327,
1602,,In My Mind (Axwell Remix),0.0401,0.67,400742,0.897,0.0021,G,0.293,-5.19,Minor,0.0922,127.994,4,0.294,
1603,,On'n'On - Ruined by Rick Rubin,0.000299,0.697,238206,0.68,0.00674,D,0.125,-6.847,Major,0.0318,98.002,4,0.288,
1604,,Don't Die,0.0193,0.352,248133,0.807,6.04E-06,C,0.0963,-7.781,Major,0.173,90.772,4,0.0459,
1605,,Van Vogue,0.122,0.687,357280,0.799,0.0011,C#,0.107,-9.181,Minor,0.355,128.001,4,0.0397,
1606,,How Do You Do?,0.0998,0.666,285320,0.811,0.0614,B,0.0588,-5.079,Minor,0.0357,124.954,4,0.955,
