track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,
Little Red Corvette,0.235,0.777,188613,0.7,6X4JeTWCuKEzKOEHXDtyBo,8.02E-06,1,0.836,-11.045,,1,0.0869,122.94,4,https://api.spotify.com/v1/tracks/6X4JeTWCuKEzKOEHXDtyBo,,0.802,,,
Down In the DM,0.00157,0.776,182733,0.662,1LxKKYsJNPeBdOwdudsJzv,2.10E-05,1,0.0887,-7.016,,0,0.0489,152.927,4,https://api.spotify.com/v1/tracks/1LxKKYsJNPeBdOwdudsJzv,,0.324,,,
Hands To Myself,0.0147,0.811,200680,0.499,1LoriJC05IrHIDwj3q0KC1,2.44E-06,5,0.342,-7.161,,0,0.118,111.016,4,https://api.spotify.com/v1/tracks/1LoriJC05IrHIDwj3q0KC1,,0.466,,,
The Hills,0.0671,0.58,242253,0.565,7fBv7CLKzipRk6EC6TWHOB,0,0,0.135,-7.065,,0,0.0488,112.986,4,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,,0.138,,,
Die A Happy Man,0.381,0.66,227426,0.383,5kNe7PE09d6Kvw5pAsx23n,0,2,0.119,-9.377,,1,0.0304,83.096,4,https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n,,0.381,,,
Hotline Bling,0.00302,0.903,267066,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2,0.0504,-8.132,,1,0.0578,134.969,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,,0.553,,,
679 (feat. Remy Boyz),0.00256,0.618,196693,0.717,5NQbUaeTEOGdD6hHcre0dZ,0,7,0.625,-5.738,,1,0.318,190.05,4,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,,0.603,,,
Like I'm Gonna Lose You,0.4,0.63,225053,0.53,2YlZnw2ikdb837oKMKjBkW,0,0,0.177,-7.259,,1,0.0434,108.038,3,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,,0.417,,,
Say It,0.0862,0.546,237786,0.529,2Gyc6e2cLxA5hoX1NOvYnU,6.50E-06,11,0.124,-10.511,,0,0.0583,107.331,4,https://api.spotify.com/v1/tracks/2Gyc6e2cLxA5hoX1NOvYnU,,0.247,,,
What Do You Mean?,0.61,0.837,205680,0.571,4B0JvthVoAAuygILe3n4Bs,0.000898,5,0.0849,-8.273,,0,0.0922,125.034,4,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,,0.801,,,
White Iverson,0.233,0.675,256533,0.562,6eT7xZZlB2mwyzJ2sUKG6w,0,7,0.0816,-7.678,,1,0.0352,130.098,4,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,,0.309,,,
Ex's & Oh's,0.0183,0.612,202173,0.921,70eDxAyAraNTiD6lx2ZEnH,0,7,0.0576,-2.879,,1,0.0848,139.986,4,https://api.spotify.com/v1/tracks/70eDxAyAraNTiD6lx2ZEnH,,0.453,,,
Hide Away,0.225,0.885,192376,0.801,0uyZ5ckiIUbFZd3P6RWmrj,1.65E-06,11,0.0733,-4.716,,0,0.0882,95.011,4,https://api.spotify.com/v1/tracks/0uyZ5ckiIUbFZd3P6RWmrj,,0.466,,,
Same Old Love,0.0223,0.672,229080,0.593,1BZG99C7Co1r6QUC3zaS59,0,11,0.214,-4.01,,0,0.0304,98.02,4,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,,0.438,,,
Can't Feel My Face,0.112,0.705,213520,0.769,22VdIZQfgXJea34mQxlt81,0,9,0.105,-5.526,,0,0.0426,107.939,4,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,,0.59,,,
Antidote,0.00767,0.713,262693,0.526,1wHZx0LgzFHyeIZkUydNXq,0.000148,1,0.124,-5.046,,1,0.032,131.05,4,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,,0.131,,,
Lean On,0.00346,0.723,176561,0.809,5wldXGLEOoRXxMWJ8rIUWE,0.00123,7,0.565,-3.081,,0,0.0625,98.007,4,https://api.spotify.com/v1/tracks/5wldXGLEOoRXxMWJ8rIUWE,,0.274,,,
See You Again,0.371,0.558,180386,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49E-06,6,0.109,-9.222,,1,0.0959,78.558,4,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,,0.62,,,
Wildest Dreams,0.0709,0.553,220440,0.664,59HjlYCeBsxdI0fcm3zglw,0.0056,8,0.106,-7.417,,1,0.0741,140.06,4,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,,0.467,,,
Break Up In A Small Town,0.0749,0.579,229880,0.776,7aftSOGSOpSoIlVAQVBb71,0,8,0.239,-5.365,,1,0.173,136.044,4,https://api.spotify.com/v1/tracks/7aftSOGSOpSoIlVAQVBb71,,0.434,,,
Uptown Funk,0.00801,0.856,269666,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15E-05,0,0.0344,-7.223,,1,0.0824,114.988,4,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,,0.928,,,
No Role Modelz,0.302,0.696,292986,0.521,62vpWI1CHwFy7tMIcSStl8,0,10,0.0565,-8.465,,0,0.332,100,4,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,,0.458,,,
Locked Away,0.328,0.508,227280,0.677,0sQLhT32E9ZG2zn5iYR6nN,0,1,0.0491,-5.696,,1,0.0656,121.928,5,https://api.spotify.com/v1/tracks/0sQLhT32E9ZG2zn5iYR6nN,,0.575,,,
Trap Queen,0.0244,0.746,222093,0.873,2d8JP84HNLKhmd6IYOoupQ,0,7,0.354,-3.803,,1,0.128,148.075,4,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,,0.817,,,
Where Are Ü Now (with Justin Bieber),0.041,0.432,250285,0.781,66hayvUbTotekKU3H4ta1f,4.21E-06,4,0.0789,-4.038,,0,0.0567,139.432,4,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,,0.197,,,
Where Ya At,0.0933,0.813,208026,0.453,5nN8BwAQDJDguq7Dpd3JQQ,0,1,0.14,-6.941,,1,0.338,161.997,4,https://api.spotify.com/v1/tracks/5nN8BwAQDJDguq7Dpd3JQQ,,0.191,,,
Burning House,0.887,0.728,231333,0.253,2zhk0kypGeOPsaaZcjyc14,1.11E-05,0,0.133,-8.427,,1,0.0304,140.923,4,https://api.spotify.com/v1/tracks/2zhk0kypGeOPsaaZcjyc14,,0.457,,,
Hit the Quan - Original Version,0.000235,0.741,181080,0.488,4OjuzM3rTWp3q60mEldNSF,0,8,0.0488,-8.253,,1,0.362,160.018,4,https://api.spotify.com/v1/tracks/4OjuzM3rTWp3q60mEldNSF,,0.625,,,
Cheerleader - Felix Jaehn Remix Radio Edit,0.141,0.78,180560,0.68,023OVLNzXhX0j7CxswUt6D,1.20E-05,4,0.138,-6.081,,1,0.0305,118.026,4,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,,0.594,,,
Drag Me Down,0.109,0.73,192120,0.703,2K87XMYnUMqLcX3zvtAF4G,0,0,0.0657,-5.672,,0,0.0369,138.113,4,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,,0.595,,,
Caroline,0.17,0.941,209640,0.335,5hTpBe8h35rJ67eAWHQsJx,0,5,0.262,-10.179,,0,0.505,120.041,4,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,,0.707,,,
"Mary, Did You Know?",0.302,0.497,203373,0.312,4z8sz6E4YyFuEkv5o7IJni,0,11,0.0968,-9.088,,0,0.0269,105.036,4,https://api.spotify.com/v1/tracks/4z8sz6E4YyFuEkv5o7IJni,,0.177,,,
Renegades,0.0144,0.526,195200,0.862,0fYVliAYKHuPmECRs1pbRf,0.0597,2,0.229,-6.003,,1,0.0905,90.052,4,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,,0.528,,,
I'm Comin' Over,0.0282,0.575,197280,0.845,0H04yVa3DJxoXbLBpAb7iV,0,10,0.0814,-3.838,,1,0.035,127.997,4,https://api.spotify.com/v1/tracks/0H04yVa3DJxoXbLBpAb7iV,,0.376,,,
My Way (feat. Monty),0.00419,0.748,213053,0.741,1WoOzgvz6CgH4pX6a1RKGp,0,6,0.147,-3.103,,1,0.0531,128.077,4,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,,0.537,,,
Photograph,0.607,0.614,258986,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,4,0.0986,-10.48,,1,0.0476,107.989,4,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,,0.201,,,
Fight Song,0.0549,0.564,204013,0.714,37f4ITSlgPX81ad2EvmVQr,0,7,0.155,-4.987,,1,0.129,175.924,4,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,,0.33,,,
Shut Up and Dance,0.00701,0.578,199080,0.866,4kbj5MwxO1bq9wjT5g9HaA,0,1,0.257,-3.804,,1,0.0619,128.038,4,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,,0.619,,,
Thinking Out Loud,0.474,0.781,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0,2,0.184,-6.061,,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,,0.591,,,
Thriller,0.0816,0.764,358053,0.887,7azo4rpSUh8nXgtonC6Pkq,0.000108,11,0.847,-3.725,,1,0.0738,118.421,4,https://api.spotify.com/v1/tracks/7azo4rpSUh8nXgtonC6Pkq,,0.721,,,
Want to Want Me,0.00906,0.775,207719,0.68,7oGZAicScQt96OAW4AruYy,0,0,0.109,-5.508,,0,0.0629,114.025,4,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,,0.656,,,
"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176674,0.62,2LLFl56eIFGFlnrplUC26f,0,2,0.342,-7.533,,1,0.0434,81.998,4,https://api.spotify.com/v1/tracks/2LLFl56eIFGFlnrplUC26f,,0.885,,,
Worth It,0.063,0.884,224573,0.765,41Fflg7qHiVOD6dEPvsCzO,7.04E-06,8,0.118,-3.865,,1,0.0882,99.987,4,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,,0.594,,,
Bad Blood,0.0871,0.652,211933,0.802,273dCMFseLcVsoSWx59IoE,6.45E-06,7,0.148,-6.114,,1,0.181,170.157,4,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,,0.295,,,
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",0.391,0.66,252226,0.382,2PIvq1pGrUjY007X5y1UpM,0,2,0.0972,-5.919,,0,0.0304,119.875,3,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,,0.436,,,
Planez,0.674,0.65,240320,0.557,08zJpaUQVi9FrKv2e32Bah,0,1,0.11,-7.762,,1,0.312,129.285,4,https://api.spotify.com/v1/tracks/08zJpaUQVi9FrKv2e32Bah,,0.4,,,
Uma Thurman,0.119,0.623,211573,0.956,5PUawWFG1oIS2NwEcyHaCr,0.000227,4,0.617,-2.608,,0,0.0753,149.958,4,https://api.spotify.com/v1/tracks/5PUawWFG1oIS2NwEcyHaCr,,0.739,,,
Classic Man,0.185,0.79,226000,0.585,3G7XYAwtxtoGK7fAm4IlD9,0,8,0.292,-6.058,,1,0.0348,94.072,4,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,,0.585,,,
"Honey, I'm Good.",0.0324,0.752,199263,0.775,4MflGTO2ZTcSQ12bWcyRgI,0,9,0.351,-7.289,,1,0.0546,122.014,4,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,,0.595,,,
Post To Be (feat. Chris Brown & Jhene Aiko),0.0697,0.733,226580,0.676,0fgZUSa7D7aVvv3GfO0A1n,0,10,0.208,-5.655,,0,0.0432,97.448,4,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,,0.701,,,
Bitch Better Have My Money,0.000812,0.552,191938,0.938,27pdYORBXUxj1ycvjtMbdl,0.0266,6,0.12,-4.12,,1,0.0428,98.025,4,https://api.spotify.com/v1/tracks/27pdYORBXUxj1ycvjtMbdl,,0.63,,,
"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.247,0.262,252534,0.606,2l8w0zZVn4AZNuzrht7MRT,0,8,0.125,-6.646,,1,0.0484,189.857,4,https://api.spotify.com/v1/tracks/2l8w0zZVn4AZNuzrht7MRT,,0.275,,,
Talking Body,0.0966,0.736,238426,0.761,2tpfxAXiI52znho4WE3XFA,0,4,0.0823,-5.449,,0,0.0338,119.999,4,https://api.spotify.com/v1/tracks/2tpfxAXiI52znho4WE3XFA,,0.114,,,
You Know You Like It,0.0113,0.426,247266,0.722,57kR5SniQIbsbVoIjjOUDa,1.27E-06,5,0.262,-5.369,,0,0.196,196.133,4,https://api.spotify.com/v1/tracks/57kR5SniQIbsbVoIjjOUDa,,0.25,,,
Slow Motion,0.679,0.733,197854,0.408,4NYwy0R3NdvORX2B6OZXBT,3.92E-05,7,0.11,-7.834,,0,0.0388,94.947,4,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,,0.291,,,
Take Your Time,0.101,0.558,243706,0.719,6DEaND0SHv3sC11xobZLiy,0,11,0.212,-5.603,,1,0.0419,158.031,4,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,,0.483,,,
Elastic Heart,0.0117,0.421,257200,0.791,5S9lfZu1YF8xKkgSsqL2Bd,1.48E-05,9,0.146,-4.998,,1,0.0496,130.075,4,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,,0.499,,,
Girl Crush,0.842,0.5,193320,0.225,11qh54D0PKkBwelpDxxiEU,0,0,0.112,-10.22,,1,0.0302,173.788,3,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,,0.355,,,
Shake It Off,0.0561,0.648,219200,0.785,5xTtaWoae3wi06K5WfVUUH,0,7,0.148,-5.414,,1,0.165,160.02,4,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,,0.943,,,
Blank Space,0.085,0.752,231826,0.678,1p80LdxRV74UKvL8gnD7ky,1.64E-06,5,0.13,-5.421,,1,0.0646,96.009,4,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,,0.583,,,
Budapest,0.0846,0.717,200733,0.455,7q0aQpiLv5tIsupcgQ3Ny4,0,5,0.11,-8.303,,1,0.0276,127.81,4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,,0.389,,,
Dear Future Husband,0.375,0.655,184226,0.782,3cU2wBxuV6nFiuf6PJZNlC,0,1,0.317,-4.789,,1,0.185,79.427,4,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,,0.832,,,
Blessings,0.315,0.789,252040,0.621,1bzM1cd6oqFozdr4wK6HdR,0,10,0.136,-7.685,,0,0.283,118.891,4,https://api.spotify.com/v1/tracks/1bzM1cd6oqFozdr4wK6HdR,,0.158,,,
Phenomenal,0.153,0.64,282546,0.841,4e5lEqydMatcEio6ef9Dpf,0,1,0.0457,-2.426,,0,0.0466,121.075,4,https://api.spotify.com/v1/tracks/4e5lEqydMatcEio6ef9Dpf,,0.0471,,,
All About That Bass,0.0476,0.811,188754,0.879,0ifSeVGUr7py5GggttDhXw,1.91E-06,9,0.109,-3.724,,1,0.0514,134.064,4,https://api.spotify.com/v1/tracks/0ifSeVGUr7py5GggttDhXw,,0.962,,,
Feeling Myself,0.437,0.564,237840,0.703,5fyIGoaaKelzdyW8ELhYJZ,0.00927,2,0.358,-5.459,,1,0.269,139.045,4,https://api.spotify.com/v1/tracks/5fyIGoaaKelzdyW8ELhYJZ,,0.477,,,
Please Notice,0.843,0.55,116666,0.271,36seMHoyXmLUNxcwzwjdF7,3.21E-06,2,0.107,-8.451,,1,0.0297,111.344,4,https://api.spotify.com/v1/tracks/36seMHoyXmLUNxcwzwjdF7,,0.198,,,
Take Me to Church,0.634,0.566,241693,0.664,1CS7Sd1u5tWkstBhpssyjP,0,4,0.116,-5.303,,0,0.0464,128.945,4,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,,0.437,,,
I'm Not The Only One,0.529,0.677,239316,0.485,7795WJLVKJoAyVoOtCWqXN,2.04E-05,5,0.0766,-5.795,,1,0.0361,82.001,4,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,,0.493,,,
Throw Sum Mo,0.0417,0.854,260453,0.645,5uqphUYsR45kPYplrYSAQh,0.000115,6,0.103,-8.021,,0,0.141,142.053,4,https://api.spotify.com/v1/tracks/5uqphUYsR45kPYplrYSAQh,,0.569,,,
Lips Are Movin,0.0506,0.775,182666,0.825,6gj08XDlv9Duc2fPOxUmVD,1.03E-06,7,0.111,-5.402,,1,0.0464,139.091,4,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,,0.95,,,
Centuries,0.004,0.385,228360,0.866,04aAxqtGp5pv12UXAg4pkq,0,4,0.111,-2.817,,0,0.0697,176.014,4,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,,0.551,,,
Hallelujah,0.47,0.364,268960,0.378,0HZk0QsXPhMNAWNDR3rYE8,0,7,0.339,-7.381,,0,0.0331,89.918,3,https://api.spotify.com/v1/tracks/0HZk0QsXPhMNAWNDR3rYE8,,0.366,,,
I Don't Mind,0.205,0.87,251989,0.464,7aXuop4Qambx5Oi3ynsKQr,0,4,0.0902,-8.337,,1,0.178,112.974,4,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,,0.457,,,
Riptide,0.431,0.484,204280,0.731,3JvrhDOgAt6p7K8mDyZwRd,0,1,0.151,-6.694,,1,0.0379,101.654,4,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,,0.51,,,
Jealous,0.873,0.435,287693,0.155,4L2K7JKseFCBoHMZEAszW0,0,1,0.107,-8.948,,1,0.046,128.532,3,https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0,,0.0935,,,
I Don't F**k With You,0.0385,0.815,284413,0.724,7taXl2C2594pF4gjumrF4W,0,1,0.334,-5.658,,1,0.0712,97.957,4,https://api.spotify.com/v1/tracks/7taXl2C2594pF4gjumrF4W,,0.366,,,
Animals,0.000185,0.279,231013,0.742,2bL2gyO6kBdLkNSkxXNh6x,0,4,0.593,-6.46,,0,0.0898,189.868,4,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,,0.328,,,
Night Changes,0.859,0.672,226600,0.52,5O2P9iiztwhomNh8xkR9lJ,0,8,0.115,-7.747,,1,0.0353,120.001,4,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,,0.37,,,
Chandelier,0.0197,0.399,216120,0.787,2s1sdSqGcKxpPr5lCl7jAV,6.07E-05,1,0.0685,-2.88,,1,0.0499,117.089,5,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,,0.572,,,
No Type,0.013,0.888,200080,0.483,4scpF6J5uMBvoh6sFB7EL1,4.85E-06,6,0.0926,-7.797,,1,0.154,125.008,4,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,,0.226,,,
Love Me Harder,0.00937,0.472,236133,0.714,5J4ZkQpzMUFojo1CtAZYpn,0,1,0.0764,-4.389,,0,0.0334,98.992,4,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,,0.24,,,
Habits (Stay High),0.0703,0.733,209160,0.65,14OxJlLdcHNpgsm4DRwDOB,6.59E-05,5,0.0829,-3.539,,1,0.0315,110.003,4,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,,0.348,,,
Tuesday (feat. Drake),0.215,0.77,321987,0.664,2znzyzlAUc8Z1Ikq9aFOcx,0.000118,0,0.105,-5.604,,1,0.211,140.163,4,https://api.spotify.com/v1/tracks/2znzyzlAUc8Z1Ikq9aFOcx,,0.472,,,
Waves,0.0363,0.386,181573,0.587,3nAq2hCr1oWsIU54tS98pL,3.71E-06,10,0.332,-4.454,,1,0.0519,96.072,4,https://api.spotify.com/v1/tracks/3nAq2hCr1oWsIU54tS98pL,,0.0565,,,
Black Widow,0.181,0.741,209423,0.726,7pNC5ZIKtwUK0ReSpM3P9f,0.000189,3,0.111,-3.77,,0,0.143,163.991,4,https://api.spotify.com/v1/tracks/7pNC5ZIKtwUK0ReSpM3P9f,,0.527,,,
Don't Tell 'Em,0.421,0.851,266840,0.525,0Dc7J9VPV4eOInoxUiZrsL,0,2,0.111,-5.221,,0,0.0874,97.988,4,https://api.spotify.com/v1/tracks/0Dc7J9VPV4eOInoxUiZrsL,,0.405,,,
Walked In,0.0361,0.969,198095,0.491,252gJUec2oDsGBPcxZs4nX,0,2,0.118,-9.859,,1,0.233,126.048,4,https://api.spotify.com/v1/tracks/252gJUec2oDsGBPcxZs4nX,,0.768,,,
Rather Be (feat. Jess Glynne),0.162,0.799,227833,0.586,3s4U7OHV7gnj42VV72eSZ6,2.03E-06,11,0.193,-6.735,,1,0.0377,120.97,4,https://api.spotify.com/v1/tracks/3s4U7OHV7gnj42VV72eSZ6,,0.549,,,
Stolen Dance,0.41,0.887,313684,0.584,6vECYJHxYmm3Ydt3fF01pE,0.000314,11,0.101,-8.798,,1,0.0381,114.016,4,https://api.spotify.com/v1/tracks/6vECYJHxYmm3Ydt3fF01pE,,0.677,,,
Anaconda,0.0668,0.964,260240,0.605,794F99D5BQHS5ZGRXAs7I5,7.78E-06,9,0.214,-6.223,,1,0.179,129.994,4,https://api.spotify.com/v1/tracks/794F99D5BQHS5ZGRXAs7I5,,0.646,,,
Lifestyle,0.0144,0.718,269693,0.67,7DTlsMOQjGysXHpwwpHuPl,0,1,0.0851,-5.236,,1,0.227,88.764,4,https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl,,0.517,,,
Trumpets,0.555,0.635,217419,0.691,5KONnBIQ9LqCxyeSPin26k,0,0,0.097,-4.862,,1,0.258,82.142,4,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,,0.638,,,
Santa Tell Me,0.0545,0.506,204093,0.628,0lizgQ7Qw35od7CYaoMBZb,0,7,0.301,-7.316,,1,0.173,191.708,4,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,,0.556,,,
My Baby’s Got A Smile On Her Face,0.0515,0.414,197213,0.826,6CkqeHWNY9gEjqQqcEnFF0,0.000173,5,0.254,-3.566,,1,0.0372,166.055,4,https://api.spotify.com/v1/tracks/6CkqeHWNY9gEjqQqcEnFF0,,0.76,,,
Wasted Love,0.00199,0.54,178927,0.813,5h3y6rYM91WTdcRo6DnWJl,0.0002,2,0.131,-4.043,,0,0.031,116.457,4,https://api.spotify.com/v1/tracks/5h3y6rYM91WTdcRo6DnWJl,,0.573,,,
Cool Kids,0.0372,0.719,237626,0.671,13P5rwmk2EsoFRIz9UCeh9,8.21E-06,8,0.12,-6.279,,1,0.0336,130.027,4,https://api.spotify.com/v1/tracks/13P5rwmk2EsoFRIz9UCeh9,,0.786,,,
New Flame,0.0649,0.709,244133,0.638,3nw9J97nUugT84SIJdjhAV,0,1,0.0969,-4.3,,1,0.0405,141.994,4,https://api.spotify.com/v1/tracks/3nw9J97nUugT84SIJdjhAV,,0.468,,,
Break Free,0.0064,0.687,214840,0.702,12KUFSHFgT0XCoiSlvdQi4,4.35E-05,7,0.204,-5.324,,0,0.0455,129.956,4,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,,0.284,,,
Fancy,0.0904,0.912,199938,0.716,3oiMJQAWVaxSubJ7b2VUtX,0,10,0.0491,-4.141,,0,0.0697,94.981,4,https://api.spotify.com/v1/tracks/3oiMJQAWVaxSubJ7b2VUtX,,0.377,,,
All of Me,0.922,0.422,269560,0.264,3U4isOIWM3VvDubwSI3y7a,0,8,0.132,-7.064,,1,0.0322,119.93,4,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,,0.331,,,
Boom Clap,0.154,0.659,169866,0.911,0Y1MWB026LYxGvhq4EcMiC,0.000304,4,0.191,-2.28,,1,0.0786,91.999,4,https://api.spotify.com/v1/tracks/0Y1MWB026LYxGvhq4EcMiC,,0.576,,,
Am I Wrong,0.162,0.725,247520,0.68,1fidCEsYlaVE3pHwKCvpFZ,2.13E-06,8,0.158,-5.465,,1,0.0306,119.939,4,https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ,,0.76,,,
Leave The Night On,0.0951,0.514,192160,0.951,3wx2kQWPn9p5UppQbNhPAk,0,9,0.349,-3.813,,1,0.0603,171.96,4,https://api.spotify.com/v1/tracks/3wx2kQWPn9p5UppQbNhPAk,,0.838,,,
Maps,0.0205,0.742,189960,0.713,4gbVRS8gloEluzf0GzDOFc,0,1,0.059,-5.522,,0,0.0303,120.032,4,https://api.spotify.com/v1/tracks/4gbVRS8gloEluzf0GzDOFc,,0.879,,,
Latch,0.0159,0.503,255631,0.727,1BltsyC5W3SAABdxyrDXwi,9.45E-05,1,0.0895,-5.456,,1,0.167,121.985,4,https://api.spotify.com/v1/tracks/1BltsyC5W3SAABdxyrDXwi,,0.521,,,
A Sky Full of Stars,0.00713,0.551,268466,0.636,0FDzzruyVECATHXKHFs9eJ,0.00203,6,0.217,-7.125,,1,0.0281,124.996,4,https://api.spotify.com/v1/tracks/0FDzzruyVECATHXKHFs9eJ,,0.153,,,
Dark Horse,0.00314,0.645,215672,0.585,5jrdCoLpJSvHHorevXBATy,0,6,0.165,-6.122,,1,0.0513,131.931,4,https://api.spotify.com/v1/tracks/5jrdCoLpJSvHHorevXBATy,,0.353,,,
Problem,0.0192,0.66,193920,0.805,7vS3Y0IKjde7Xg85LWIEdP,8.83E-06,1,0.159,-5.352,,0,0.153,103.009,4,https://api.spotify.com/v1/tracks/7vS3Y0IKjde7Xg85LWIEdP,,0.625,,,
Counting Stars,0.0654,0.664,257839,0.705,6sy3LkhNFjJWlaeSMNwQ62,0,1,0.115,-4.972,,0,0.0382,122.017,4,https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62,,0.477,,,
Loyal,0.0228,0.845,264946,0.506,7kqcudBGM74MXVoYMaoWkC,1.03E-06,1,0.0879,-5.971,,1,0.0409,99.051,4,https://api.spotify.com/v1/tracks/7kqcudBGM74MXVoYMaoWkC,,0.647,,,
"Where It's at, Yep Yep (Instrumental Version)",0.000295,0.562,207173,0.644,0Knptd72nhoBkF6ZPeUtb3,0.721,10,0.33,-10.283,,1,0.0384,158.005,4,https://api.spotify.com/v1/tracks/0Knptd72nhoBkF6ZPeUtb3,,0.729,,,
Wiggle (feat. Snoop Dogg),0.0802,0.697,193295,0.621,2sLwPnIP3CUVmIuHranJZU,0,9,0.162,-6.886,,0,0.25,81.946,4,https://api.spotify.com/v1/tracks/2sLwPnIP3CUVmIuHranJZU,,0.721,,,
Turn Down for What,0.00107,0.818,213733,0.799,67awxiNHNyjMXhVgsHuIrs,0.128,1,0.057,-4.1,,0,0.156,100.014,4,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,,0.0815,,,
