,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Uproar,3wScL5W8H40zzCKN0atfBk,0.0595,0.743,194184,0.87,0.0,1,0.299,-2.188,1,0.212,99.075,0.884,https://api.spotify.com/v1/tracks/3wScL5W8H40zzCKN0atfBk
Money Set (feat. Young Thug),6rWXZaMeibpzkHySnXPrZZ,0.0901,0.862,189536,0.719,0.0,6,0.094,-3.755,0,0.129,135.042,0.541,https://api.spotify.com/v1/tracks/6rWXZaMeibpzkHySnXPrZZ
2 Tone Drip,0aJP5iqcwIMrRerm3SVU9a,0.192,0.857,181538,0.767,0.0,5,0.16,-4.794,0,0.443,149.954,0.574,https://api.spotify.com/v1/tracks/0aJP5iqcwIMrRerm3SVU9a
"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",0n22yqkitWec0PV6tibWEO,0.235,0.68,230408,0.732,0.000174,10,0.0705,-7.108,0,0.27,75.422,0.864,https://api.spotify.com/v1/tracks/0n22yqkitWec0PV6tibWEO
Uh Uh,1HqwkyAAb8gLZlOAhUo6Kh,0.000385,0.903,163400,0.647,6.29e-05,1,0.111,-9.612,1,0.0998,142.963,0.817,https://api.spotify.com/v1/tracks/1HqwkyAAb8gLZlOAhUo6Kh
SWISH,55GiOwtxNajXVbpjjIzMnD,0.0831,0.884,194936,0.541,0.0,11,0.118,-5.608,1,0.221,105.009,0.274,https://api.spotify.com/v1/tracks/55GiOwtxNajXVbpjjIzMnD
Drop Top Benz,6GVAkqsgNS5IrnvrHLpDTB,0.355,0.841,134027,0.63,0.0,1,0.121,-6.999,1,0.234,150.074,0.742,https://api.spotify.com/v1/tracks/6GVAkqsgNS5IrnvrHLpDTB
APESHIT,0E6PsO3ymCfUh7pJQjBgkj,0.0133,0.705,264853,0.784,0.0,2,0.168,-6.477,1,0.271,160.035,0.377,https://api.spotify.com/v1/tracks/0E6PsO3ymCfUh7pJQjBgkj
In My Feelings,0bAkKNCQfWkexHFn7fIKns,0.00623,0.735,217933,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,0.315,https://api.spotify.com/v1/tracks/0bAkKNCQfWkexHFn7fIKns
Pablo (with Sfera Ebbasta & Rich The Kid feat. Moneybagg Yo & Lil Baby) - Remix,2lrIPpxDadBhgbwlkrFZc2,0.0775,0.79,195774,0.677,0.0,6,0.128,-5.522,0,0.0494,140.077,0.366,https://api.spotify.com/v1/tracks/2lrIPpxDadBhgbwlkrFZc2
1am,6Rtug7pmJtXarD0fTtRlt0,0.0038,0.901,163955,0.65,0.0,2,0.111,-4.137,1,0.0981,100.298,0.295,https://api.spotify.com/v1/tracks/6Rtug7pmJtXarD0fTtRlt0
Backin' It Up (feat. Cardi B),0PpfPNtQOOvbMNVJijTQj0,0.0886,0.796,190466,0.68,0.0,10,0.268,-4.853,0,0.353,164.932,0.565,https://api.spotify.com/v1/tracks/0PpfPNtQOOvbMNVJijTQj0
Freestyle,5BbdKBZO0TH0GhfxUfyhL9,0.212,0.877,162053,0.514,0.0,2,0.154,-5.585,0,0.0657,119.998,0.272,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9
Major (feat. Key Glock),4PhNipxELUmBZcOWgafzAx,0.0109,0.907,195547,0.65,0.000424,6,0.107,-5.661,0,0.312,147.026,0.626,https://api.spotify.com/v1/tracks/4PhNipxELUmBZcOWgafzAx
LAMB TALK,3nmfktGzQJe0B77Ilcce1o,0.14,0.911,172441,0.597,0.0,11,0.116,-6.517,0,0.273,142.036,0.315,https://api.spotify.com/v1/tracks/3nmfktGzQJe0B77Ilcce1o
2 Seater (feat. Quavo & 21 Savage),0N9aO27StVncd3rCpMuOpB,0.332,0.887,158797,0.573,0.0,0,0.143,-4.633,0,0.251,133.026,0.237,https://api.spotify.com/v1/tracks/0N9aO27StVncd3rCpMuOpB
Bigger Than You (feat. Drake & Quavo),5S1IUPueD0xE0vj4zU3nSf,0.247,0.888,225893,0.515,0.0,1,0.446,-6.246,1,0.271,141.009,0.264,https://api.spotify.com/v1/tracks/5S1IUPueD0xE0vj4zU3nSf
Head On (feat. Kevin Gates),2Mm239hUicUXlB44D2AACJ,0.0267,0.897,117995,0.628,4.47e-06,1,0.119,-4.693,0,0.219,147.997,0.636,https://api.spotify.com/v1/tracks/2Mm239hUicUXlB44D2AACJ
