,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Do You Believe in Magic?,1udKn1oNKYQSQ9OmiIWCMu,0.218,0.552,125827,0.742,0.0,0,0.339,-7.963,1,0.0454,138.591,0.751,https://api.spotify.com/v1/tracks/1udKn1oNKYQSQ9OmiIWCMu
"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,0.0103,0.505,204480,0.836,0.0771,5,0.295,-7.384,0,0.101,159.669,0.764,https://api.spotify.com/v1/tracks/1RJeiAIwR9pZBgJA8ndZLL
Good Vibrations - Remastered,5t9KYe0Fhd5cW6UYT4qP8f,0.326,0.396,219027,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.449,0.385,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f
Psychotic Reaction,5JcaA4A9ZoXthwEnxOxWvP,0.000242,0.346,185524,0.75,0.0119,11,0.271,-6.619,1,0.103,165.036,0.667,https://api.spotify.com/v1/tracks/5JcaA4A9ZoXthwEnxOxWvP
Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,0.879,0.332,125667,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,0.315,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI
Nights In White Satin - Single Version / Mono Mix,6L5BZEcZmD6RBJnimzlyKr,0.465,0.195,269107,0.483,0.497,4,0.0686,-4.991,0,0.03,84.71,0.173,https://api.spotify.com/v1/tracks/6L5BZEcZmD6RBJnimzlyKr
Space Oddity - 2015 Remastered Version,72Z17vmmeQKAg8bptWvpVG,0.0748,0.299,318813,0.443,0.000138,0,0.177,-12.621,1,0.0346,139.539,0.434,https://api.spotify.com/v1/tracks/72Z17vmmeQKAg8bptWvpVG
Magic Carpet Ride,4c4jJJoaiY21t2TyRZgdWS,0.142,0.64,271573,0.651,0.28,4,0.0341,-14.981,0,0.0517,111.676,0.801,https://api.spotify.com/v1/tracks/4c4jJJoaiY21t2TyRZgdWS
Needles and Pins - Mono,0zABw1PtGYHsU4VDpDZsra,0.0546,0.565,131360,0.953,2.95e-05,9,0.0637,-6.504,1,0.0393,124.287,0.887,https://api.spotify.com/v1/tracks/0zABw1PtGYHsU4VDpDZsra
The Weight - Remastered,0sDqo9UPzPUtu9wEkI3zRB,0.225,0.63,278627,0.519,4.3e-06,9,0.0974,-10.997,1,0.0528,143.942,0.502,https://api.spotify.com/v1/tracks/0sDqo9UPzPUtu9wEkI3zRB
Bring It On Home to Me,0WVTQp3SOCuMr08jh1jweV,0.778,0.523,162533,0.402,0.0,0,0.432,-8.233,1,0.0305,70.863,0.675,https://api.spotify.com/v1/tracks/0WVTQp3SOCuMr08jh1jweV
Bad Moon Rising,66FSV5dLK5sNLZ00IfHxfD,0.0543,0.641,141600,0.774,1.05e-05,2,0.0473,-5.916,1,0.0278,89.787,0.942,https://api.spotify.com/v1/tracks/66FSV5dLK5sNLZ00IfHxfD
Crying,6eLL7QTdMWdhhG4i3jHDR9,0.758,0.35,166467,0.293,8.21e-06,2,0.104,-9.502,1,0.0258,96.685,0.162,https://api.spotify.com/v1/tracks/6eLL7QTdMWdhhG4i3jHDR9
Revolution - Remastered,3UDmHZcBTQp8Iu8droNtUl,0.0734,0.407,205293,0.834,0.00021,6,0.241,-9.224,1,0.208,121.38,0.71,https://api.spotify.com/v1/tracks/3UDmHZcBTQp8Iu8droNtUl
Shop Around,47IRIQxGDe2Sc6F4pe2FMf,0.8,0.558,170760,0.686,0.0,7,0.815,-4.495,1,0.0289,132.075,0.886,https://api.spotify.com/v1/tracks/47IRIQxGDe2Sc6F4pe2FMf
I Fought The Law,6Um3XCAxl9YfFmAnGl93xc,0.105,0.593,138360,0.804,2.22e-06,7,0.047,-5.497,1,0.0319,148.959,0.962,https://api.spotify.com/v1/tracks/6Um3XCAxl9YfFmAnGl93xc
The Times They Are A-Changin',52vA3CYKZqZVdQnzRrdZt6,0.887,0.389,192053,0.396,0.0,7,0.0828,-7.999,1,0.0332,171.86,0.585,https://api.spotify.com/v1/tracks/52vA3CYKZqZVdQnzRrdZt6
