,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
A Little Respect - 2009 Remastered Version,7aS418hRnOnYrXeyrZilwk,0.0299,0.607,213987,0.784,3.85e-06,0,0.288,-7.963,1,0.0258,113.804,0.622,https://api.spotify.com/v1/tracks/7aS418hRnOnYrXeyrZilwk
Everywhere,6i8ecOsx4J2Px1maiqzqoG,0.218,0.69,222733,0.54,0.00657,4,0.115,-10.516,1,0.0317,114.846,0.764,https://api.spotify.com/v1/tracks/6i8ecOsx4J2Px1maiqzqoG
Come On Eileen,5uzNa0SBGOe5pPnstWHMCt,0.413,0.466,273720,0.615,0.0,0,0.343,-9.102,1,0.0492,108.016,0.812,https://api.spotify.com/v1/tracks/5uzNa0SBGOe5pPnstWHMCt
I Still Haven't Found What I'm Looking For - Remastered 2007,7gozgbG5EBTukCFWToTRA5,0.0139,0.565,277480,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,0.686,https://api.spotify.com/v1/tracks/7gozgbG5EBTukCFWToTRA5
Drive,3wfujdbamR3Z46F4xav7LM,0.124,0.582,234493,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,0.504,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM
Don't You (Forget About Me),0A4PZuepTcIQVvA5m7R0M1,0.0843,0.672,260680,0.792,0.0605,2,0.302,-7.033,1,0.0264,111.277,0.683,https://api.spotify.com/v1/tracks/0A4PZuepTcIQVvA5m7R0M1
You Got It,6r20M5DWYdIoCDmDViBxuz,0.596,0.649,210267,0.618,1.46e-06,9,0.192,-10.728,1,0.0265,114.688,0.667,https://api.spotify.com/v1/tracks/6r20M5DWYdIoCDmDViBxuz
Easy Lover,7INi4pMPG4IE0Smx5y4KVf,0.0674,0.749,304507,0.699,0.00192,1,0.0763,-13.108,1,0.0371,128.904,0.935,https://api.spotify.com/v1/tracks/7INi4pMPG4IE0Smx5y4KVf
You Make My Dreams,2dlEdDEmuQsrcXaAL3Znzi,0.261,0.737,190707,0.569,0.311,5,0.046,-6.702,1,0.0553,167.196,0.912,https://api.spotify.com/v1/tracks/2dlEdDEmuQsrcXaAL3Znzi
Your Love,5dRQUolXAVX3BbCiIxmSsf,0.103,0.555,221840,0.757,1.16e-06,1,0.0631,-7.868,0,0.0601,129.607,0.582,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf
I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,175173,0.716,0.0,4,0.659,-5.025,1,0.0431,94.379,0.901,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie
Maneater,4aKIs5t9TqP59btlCGPrgw,0.0351,0.727,271893,0.685,4.43e-05,11,0.0973,-7.159,0,0.0398,88.75,0.812,https://api.spotify.com/v1/tracks/4aKIs5t9TqP59btlCGPrgw
I'm So Excited,1ot6jEe4w4hYnsOPjd3xKQ,0.0962,0.59,230640,0.868,0.000322,5,0.442,-5.832,0,0.048,184.348,0.798,https://api.spotify.com/v1/tracks/1ot6jEe4w4hYnsOPjd3xKQ
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,0.273,0.754,287440,0.366,9.04e-05,8,0.106,-10.07,1,0.0312,91.147,0.469,https://api.spotify.com/v1/tracks/1KU5EHSz04JhGg3rReGJ0N
We Built This City,7aHRctaQ7vjxVTVmY8OhAA,0.052,0.661,296080,0.908,0.0,5,0.0708,-4.897,1,0.039,144.091,0.656,https://api.spotify.com/v1/tracks/7aHRctaQ7vjxVTVmY8OhAA
Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,0.079,0.742,188987,0.833,0.0,2,0.384,-6.463,1,0.115,113.375,0.816,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz
Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,0.0115,0.527,241307,0.942,0.0,1,0.188,-5.64,0,0.0366,148.723,0.495,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE
Time After Time,1Jj6MF0xDOMA3Ut2Z368Bx,0.576,0.724,243067,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,0.324,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx
Wake Me Up Before You Go-Go - Remastered,5qFPs70nZD1fQZOi7u7cIZ,0.0986,0.607,232280,0.795,0.0,0,0.059,-5.137,1,0.0496,81.298,0.815,https://api.spotify.com/v1/tracks/5qFPs70nZD1fQZOi7u7cIZ
Fast Car,2M9ro2krNb7nr7HSprkEgo,0.313,0.711,296800,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,0.194,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo
The Final Countdown,6I9HXaU8zbTgASGe7evWnu,0.0332,0.539,239120,0.858,0.000347,6,0.0562,-4.639,0,0.0444,117.841,0.353,https://api.spotify.com/v1/tracks/6I9HXaU8zbTgASGe7evWnu
Forever Young,4S1VYqwfkLit9mKVY3MXoo,0.42,0.489,226706,0.483,0.0028,9,0.236,-9.466,0,0.0275,136.822,0.333,https://api.spotify.com/v1/tracks/4S1VYqwfkLit9mKVY3MXoo
You Can Call Me Al,6wLr2oR8eqUG5Beleh2Crm,0.126,0.777,276360,0.725,0.0108,5,0.0917,-9.012,1,0.047,128.349,0.851,https://api.spotify.com/v1/tracks/6wLr2oR8eqUG5Beleh2Crm
Give It Up,40QPoAAKKMwPms6I6FHJqy,0.08,0.84,245800,0.654,0.000259,3,0.063,-12.135,1,0.0621,125.68,0.841,https://api.spotify.com/v1/tracks/40QPoAAKKMwPms6I6FHJqy
Just Can't Get Enough,0qi4b1l0eT3jpzeNHeFXDT,0.403,0.766,220893,0.772,0.0584,0,0.183,-9.362,1,0.0353,128.166,0.92,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT
Break My Stride,2ZqT3GcisHUBsEaqhLGHwU,0.2,0.901,180240,0.654,0.0,10,0.165,-10.15,1,0.0655,110.131,0.781,https://api.spotify.com/v1/tracks/2ZqT3GcisHUBsEaqhLGHwU
